case_id,running_time,total_cost,holding_cost,penalty_cost,machine_cost,skill_cost,best_cluster,bestS,bestEBO,bestServerAssignment,GAP,GAPoolingPercentGAP,num_clusters,num_used_servers,avg_num_servers_per_cluster,avg_num_skills_per_server,avg_cross_training_perf,total_stock
Case: 0021,6939.79514122009,70954.1379953429,13376.7136697006,4777.42432564225,50000,2800,"[[1, 2, 3, 4, 7, 8, 9, 10], [5, 6]]","[[2, 1, 0, 16, 3, 1, 11, 6], [11, 14]]","[[0.017677195121508393, 0.014780592310070513, 0.05633143018863782, 0.033621089978996196, 0.0054524111454938564, 0.01771760987115944, 0.040995249210672075, 0.10374303169666933], [0.03127770190876336, 0.021791236722938534]]","[3, 2]",2389.38030073497,3.48485195758649,2,5,2.5,5.6,56,65
Case: 0022,24999.5759570598,836357.76612221,26898.7585447834,9459.00757742664,600000,200000,"[[6, 8, 13, 15, 16], [5, 9, 11, 18], [7, 17], [3, 4, 10, 14], [2, 12, 19, 20], [1]]","[[1, 1, 1, 1, 5], [6, 4, 2, 1], [10, 6], [5, 4, 1, 2], [4, 1, 5, 2], [48]]","[[0.025176808907791823, 0.026576149713654202, 0.04089208527014101, 0.023544881049813247, 0.024244030976544872], [0.02266690976140777, 0.01655715899666197, 0.01498779113943111, 0.016668102434031787], [0.09540909880175188, 0.011096208585752443], [0.06657567861969557, 0.01766451856190656, 0.0030498000157473484, 0.030938777585944367], [0.01089083097400406, 0.015609242179548191, 0.029211670580555803, 0.04065225276224081], [0.030048411835422985]]","[1, 1, 1, 1, 1, 1]",-73114.7900646064,-8.03925193423734,6,6,1,3.33333333333333,16.6666666666667,110
Case: 0023,2623.11788678169,1135294.80179174,65989.7657160892,19305.0360756563,900000,150000,"[[7], [10], [2, 5], [3, 6], [4, 8, 9], [1]]","[[69], [73], [4, 91], [21, 12], [10, 1, 7], [19]]","[[0.34426906974358934], [0.2933925467204552], [0.05929747199270695, 0.25543791090616297], [0.12700595245123986, 0.3268987753739298], [0.07777096663717081, 0.08117042919048675, 0.09372737262459503], [0.06501306279586186]]","[1, 1, 3, 1, 1, 2]",-52416.998964241,-4.41327592526042,6,9,1.5,1.66666666666667,16.6666666666667,307
Case: 0024,144927.007463932,146360.619605837,25906.8906049629,8053.7290008744,100000,12400,"[[5, 19], [1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20], [6]]","[[18, 13], [9, 4, 18, 10, 12, 7, 4, 6, 8, 15, 4, 12, 8, 13, 2, 16, 4], [22]]","[[0.009367940727791473, 0.04461648190415194], [0.024265902588594512, 0.1074468047590634, 0.055792017770964514, 0.03184641394310307, 0.01942426287203465, 0.014700675597123397, 0.01472277094060068, 0.0427782773346428, 0.013069475330275216, 0.06482973429073546, 0.016084440709315185, 0.11071524160735913, 0.01622875748613546, 0.1566291704801957, 0.012902149946231666, 0.0735595948537285, 0.04866172846523678], [0.024553768822426623]]","[2, 7, 1]",6679.79621595426,4.78218559559126,3,10,3.33333333333333,12.4,62,205
Case: 0025,1003.58052492141,83746.5247208499,10093.9488972855,3652.57582356444,60000,10000,"[[3, 4, 8], [10], [2, 9], [6, 7], [5], [1]]","[[0, 4, 3], [6], [4, 3], [8, 3], [7], [5]]","[[0.07435464922812604, 0.025125365432476808, 0.018206099780936177], [0.011405310907555333], [0.021197362574367044, 0.01882694526529276], [0.02236862241178678, 0.01432228462988528], [0.028875408392363713], [0.02283417178649804]]","[1, 1, 1, 1, 1, 1]",3403.56025811364,4.23628911488851,6,6,1,1.66666666666667,16.6666666666667,43
Case: 0026,10746.101377964,495926.790471232,28995.578529668,10931.2119415639,400000,56000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20], [10, 13]]","[[5, 2, 7, 5, 4, 7, 3, 8, 4, 4, 3, 3, 4, 2, 2, 3, 1, 2], [17, 5]]","[[0.06669142102894997, 0.009723595429247188, 0.012167530902946252, 0.03238133773426323, 0.011542246106751869, 0.013493347868794777, 0.009224888523146789, 0.031041871708900985, 0.016033678721792743, 0.016955508644634663, 0.012468044781932025, 0.01827255943287873, 0.017573882416847438, 0.06147604334862878, 0.046697493380005506, 0.01653912923962795, 0.01624168161358797, 0.07433667331699667], [0.05038261783019857, 0.016399990252361902]]","[3, 1]",-65555.3850430925,-11.675416941427,2,4,2,14,70,91
Case: 0027,17401.5759677886,850871.068031434,100677.052369942,24194.0156614913,700000,26000,"[[5, 6], [2, 4, 7, 8], [1, 3, 9, 10]]","[[17, 12], [9, 62, 60, 107], [4, 10, 8, 10]]","[[0.04772712109611514, 0.05530865552029242], [0.023557575554000183, 0.05183691275504143, 0.17850916812383963, 0.19812338968996843], [0.03602726161791473, 0.041234216542568286, 0.08502286409060042, 0.04715147745965298]]","[1, 5, 1]",-120407.712096131,-12.3968230913392,3,7,2.33333333333333,3.71428571428571,37.1428571428571,299
Case: 0028,15041.365669012,166995.871643163,32839.5454074209,10156.326235743,100000,24000,"[[2, 4], [19, 20], [1, 9], [12, 13], [3, 5, 10, 16], [6, 7, 8], [11, 14], [15, 17, 18]]","[[9, 12], [7, 5], [6, 19], [19, 7], [1, 0, 0, 0], [4, 3, 6], [5, 5], [1, 3, 4]]","[[0.015657512058173575, 0.0187384159063459], [0.023414200146709904, 0.011406249776301652], [0.01407866898214453, 0.023782334459499472], [0.06037228259139327, 0.019542319269391036], [0.008563105180881858, 0.010034912565724901, 0.024736503386961997, 0.03247062001251888], [0.015593434127175735, 0.019942735865311964, 0.026682355264840904], [0.02132143977317738, 0.018784287575963596], [0.0031163233349578144, 0.018262734843117728, 0.029635814927144913]]","[2, 1, 2, 1, 1, 1, 1, 1]",-23325.8228070498,-12.2559978642642,8,10,1.25,2.4,12,116
Case: 0029,2117.49007797241,684365.878165434,51409.5079562929,12956.3702091418,500000,120000,"[[1, 4, 6], [3, 9], [8], [2, 5, 7, 10]]","[[5, 35, 2], [103, 9], [15], [4, 2, 4, 4]]","[[0.02650636258304598, 0.15801123177436682, 0.019683702485146976], [0.19768202679619606, 0.022590271142621195], [0.036417629954813555], [0.039746299328986046, 0.017775287885151432, 0.02262849431265748, 0.01888291966079049]]","[1, 2, 1, 1]",3109.07849362201,0.456373939330921,4,5,1.25,2.4,24,183
Case: 0030,41855.2434678077,91317.2305982742,16910.9239498505,7006.30664842363,60000,7400,"[[1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20], [4, 10, 19]]","[[3, 2, 2, 2, 6, 8, 3, 1, 2, 14, 9, 1, 3, 3, 1, 5, 6], [7, 3, 8]]","[[0.04277143149696345, 0.02106098152363034, 0.03392608181150459, 0.020828176349995262, 0.013378268950004681, 0.03994819327068696, 0.060130039110541905, 0.02482479318590619, 0.003351910952933885, 0.02260602860555886, 0.10602763845840571, 0.00801336232556614, 0.023964499522268007, 0.007749593971535911, 0.023597573645888482, 0.011788369727035609, 0.017289785708785692], [0.018680812741929224, 0.014995474388114884, 0.015857098384960532]]","[4, 2]",2488.16359461599,2.80106915286358,2,6,3,12.3333333333333,61.6666666666667,89
Case: 0031,41359.735560894,144095.013493542,32267.8827470881,9227.13074645475,100000,2600,"[[2], [1], [3, 4, 7, 8, 10], [5, 6, 9]]","[[20], [28], [1, 2, 4, 5, 4], [5, 27, 8]]","[[0.0333047688710656], [0.033663454530228364], [0.032763660930186164, 0.02348959803832827, 0.02464307809541722, 0.020351777739188885, 0.0476131656583848], [0.0270600585980377, 0.019702405756950602, 0.016755874820756533]]","[2, 2, 2, 4]",5184.66810849902,3.73238443409503,4,10,2.5,2.6,26,104
Case: 0032,16119.9858739376,1329323.58146335,79874.901865803,19448.6795975565,1000000,230000,"[[14, 18], [8, 15], [3, 7, 10], [13], [1, 2, 5, 6, 9, 16], [11, 12, 19], [4, 17], [20]]","[[5, 10], [16, 16], [17, 4, 2], [11], [3, 2, 2, 3, 2, 1], [2, 7, 7], [21, 14], [124]]","[[0.037694315176048085, 0.029522979178648018], [0.04490914400723633, 0.04960502344233036], [0.051888441207973514, 0.026789188880707387, 0.01719983816011254], [0.03395749344602156], [0.026439964973432175, 0.032552064097021126, 0.01520093088080035, 0.019650399999974963, 0.008198619446707049, 0.014553911030686699], [0.006857147964555783, 0.01851103638018823, 0.03971609555153684], [0.035252821728637085, 0.03557929610006997], [0.14178329003317514]]","[1, 1, 1, 1, 1, 1, 2, 2]",-182292.122865047,-12.0594224010154,8,10,1.25,2.3,11.5,269
Case: 0033,126040.394050121,141495.953631695,25496.4789708514,7999.47466084431,100000,8000,"[[1, 2, 8, 14, 15, 19], [4, 10, 12, 16, 18], [3, 5, 6, 7, 9, 11, 13, 17, 20]]","[[3, 1, 1, 1, 3, 6], [2, 1, 1, 1, 1], [12, 1, 4, 13, 10, 8, 12, 7, 10]]","[[0.012740736446190896, 0.007229294351282039, 0.01639201235400662, 0.01974713171057982, 0.011902652927498663, 0.013515180842997696], [0.010926992902483766, 0.01506646696223197, 0.032957051194439084, 0.007112346981273184, 0.021430810301630698], [0.015610744559602437, 0.024375771206459007, 0.013738596503026368, 0.01410752941542676, 0.016020175247573595, 0.017749575129063697, 0.015856168889075803, 0.0066953502194706735, 0.019198960608338655]]","[2, 1, 7]",3902.75059326432,2.83644141358802,3,10,3.33333333333333,8,40,98
Case: 0034,6845.01371407508,1201087.60790144,72603.2208553264,18484.3870461222,900000,210000,"[[3, 4, 8], [2, 7, 10], [5, 9], [1, 6]]","[[8, 10, 6], [18, 8, 10], [15, 72], [17, 47]]","[[0.031565361294175004, 0.16826798786992544, 0.05109296997359538], [0.036991043622339535, 0.11148866676736363, 0.036370642176320835], [0.030897005006383604, 0.14952668587205875], [0.05630005458107041, 0.16616094217435856]]","[1, 2, 4, 2]",-58824.1123473199,-4.66890746406463,4,9,2.25,2.33333333333333,23.3333333333333,211
Case: 0035,25047.9819738864,768688.844270703,52191.1383662718,16497.7059044311,500000,200000,"[[2, 5, 6, 11, 12, 13, 14, 15, 16, 17, 19], [3, 18, 20], [4], [1, 7, 8], [9, 10]]","[[2, 5, 2, 0, 3, 3, 3, 1, 1, 2, 4], [11, 7, 7], [92], [3, 7, 12], [1, 11]]","[[0.028256662614038808, 0.02175782428757811, 0.022188726539969023, 0.0372086268201032, 0.024402893499692876, 0.021404880678994383, 0.03545167888924722, 0.03991295229497036, 0.03180131243338449, 0.007627441520662562, 0.027559614833186225], [0.03099806004885107, 0.023130183053067174, 0.02377251675368742], [0.12108753680115654], [0.03364314187689013, 0.02123255358144278, 0.0358545248045832], [0.0028156086906006928, 0.02686677502347986]]","[1, 1, 1, 1, 1]",-112861.946550549,-12.802659554693,5,5,1,4,20,177
Case: 0036,8950.96016693115,74453.2817851328,15077.6538633822,4375.62792175058,50000,5000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[2, 5, 5, 4, 1, 5, 3, 1, 7, 8]]","[[0.017122975333007558, 0.047704016023425284, 0.012187957809664984, 0.021926612411830783, 0.0022027044627566574, 0.03893544081366728, 0.01690828854557747, 0.024825823333169027, 0.010757423395761793, 0.02895687709924488]]",[5],3484.31076941284,4.9096256005192,1,5,5,10,100,41
Case: 0037,77672.5078780651,879385.413444076,40193.1011731167,10192.3122709594,800000,29000,"[[9, 11, 20], [1, 4, 10, 12, 15, 16, 18], [2, 8, 14, 19], [3, 5, 6, 13], [7, 17]]","[[12, 10, 13], [3, 3, 2, 3, 3, 1, 2], [1, 2, 2, 12], [18, 2, 6, 18], [27, 12]]","[[0.025854946330032016, 0.022545180770500422, 0.021556271994459322], [0.007220214774163985, 0.01205555530335785, 0.025199943433780035, 0.031126725708150702, 0.006906278738502024, 0.023133668986789882, 0.02459398026748237], [0.02077050841647141, 0.007503763555822757, 0.02384789692205845, 0.023699206648122903], [0.022701626081439493, 0.00859149861351617, 0.013115382550385602, 0.023424936358362215], [0.03899562747142699, 0.015159017103960849]]","[2, 1, 1, 2, 2]",-206310.126982832,-19.002576624908,5,8,1.6,3.625,18.125,152
Case: 0038,11026.0300130844,144903.175979547,25776.6054899864,7126.57048956055,90000,22000,"[[3, 5, 10], [6, 8], [2, 4, 7, 9], [1]]","[[4, 4, 13], [3, 3], [3, 4, 2, 3], [42]]","[[0.009035934859895796, 0.01968831204785735, 0.019016801944502594], [0.014742857870716405, 0.05231419153755058], [0.009092932678435629, 0.01445232745410363, 0.016790669454269127, 0.011535252594948031], [0.0373090974004402]]","[3, 1, 2, 3]",-7235.048217987,-4.75557556698776,4,9,2.25,2.44444444444444,24.4444444444444,81
Case: 0039,24758.4141609668,107570.05237488,25390.125953466,7179.9264214144,50000,25000,"[[11], [2, 3, 4, 10, 14], [5, 8, 13, 15, 17, 18, 20], [1, 6, 7, 9, 12, 16, 19]]","[[27], [2, 2, 8, 5, 11], [6, 1, 1, 1, 2, 1, 1], [1, 1, 1, 2, 1, 1, 1]]","[[0.04062800225106611], [0.008506917525354716, 0.0023389426157867225, 0.015457105479212321, 0.013515368258460702, 0.01590811760244071], [0.018559616315448255, 0.0012845459044793835, 0.0009769277557697608, 0.004205683462539662, 0.007062579250244444, 0.013348213099302881, 0.013210633871015946], [0.005160678655558542, 0.016171584105918735, 0.0059523832012389295, 0.004203864410527017, 0.020057523831091814, 0.01392419102480499, 0.03208380174678476]]","[1, 2, 1, 1]",-11553.9042615645,-9.69906019561283,4,5,1.25,5,25,76
