"algorithm_type","case_id","running_time","total_cost","holding_cost","penalty_cost","machine_cost","skill_cost","best_cluster","bestS","bestEBO","bestServerAssignment","GAP","GAPoolingPercentGAP","num_clusters","num_used_servers","avg_num_servers_per_cluster","avg_num_skills_per_server","avg_cross_training_perf","total_stock","Case  ID","n_sku","n_initial_servers","util_rate","cost_hmin","holding_cost_work_load_relation","server_cost","cross_trainnig_cost"
"CIE_SA","Case: 0098",4534.73000001907,137449.185005236,26097.515483102,7951.66952213406,100000,3400,"[[1, 3, 4], [6, 9, 10], [2, 5, 7, 8]]","[[3, 4, 4], [4, 51, 10], [6, 4, 6, 3]]","[[0.019049486543434427, 0.02522804288497349, 0.007638132148649443], [0.024002994104582846, 0.0033133213830227925, 0.0935339484168609], [0.029905334843893863, 0.003732162216791954, 0.07515837398587305, 0.039509973888940564]]","[1, 5, 4]",3502.95055295236,2.61519151118819,3,10,3.33333333333333,3.4,34,95,098,10,10,0.8,1,"IND",10,0.01
"CIE_SA","Case: 0099",4946.75300002098,83110.5195651546,13342.4690114714,6768.0505536832,60000,3000,"[[1, 2, 4, 5, 6], [3, 7, 8, 9, 10]]","[[17, 25, 2, 12, 16], [1, 11, 6, 2, 3]]","[[0.08832643276015983, 0.3370133617229859, 0.018127649559446117, 0.3740942650089379, 0.22134043013734292], [0.03621274607985063, 0.017036088417564765, 0.036130722415242955, 0.01789001812806104, 0.014784382695889067]]","[4, 2]",3271.18052935095,4.09720392084409,2,6,3,5,50,95,099,10,5,0.8,100,"IND",10,0.01
"CIE_SA","Case: 0100",13651.0930001736,177961.709869887,40697.1065069045,10764.6033629824,120000,6500,"[[12], [8, 11], [1, 2, 5, 10, 13, 19, 20], [3, 4, 9, 16], [6, 7, 14, 15, 17, 18]]","[[15], [3, 9], [8, 13, 12, 4, 5, 3, 1], [1, 2, 2, 3], [6, 11, 6, 9, 11, 16]]","[[0.019932911812829177], [0.006080584338215727, 0.02125079612179779], [0.0451738723051314, 0.11630878155734072, 0.11142153681200638, 0.007434429106429965, 0.03857124549986887, 0.046436567310587026, 0.018219344829448657], [0.007759845887744413, 0.016030293841516285, 0.008733267139059713, 0.018991171438191585], [0.07024758215823503, 0.10403531756666357, 0.016369698867747657, 0.061083602851215904, 0.06787201364586043, 0.0719402185861411]]","[1, 1, 4, 1, 5]",7239.15346677729,4.24030287461501,5,12,2.4,5.41666666666667,27.0833333333333,140,100,20,10,0.8,100,"IND",10,0.01
"CIE_SA","Case: 0101",4263.10899996758,76529.6431861339,18777.7941677877,5751.84901834624,50000,2000,"[[1, 2, 13, 14, 15, 17], [3, 8, 9], [10, 12, 19], [5, 6, 7, 16, 18, 20], [4, 11]]","[[3, 2, 2, 4, 2, 2], [6, 2, 3], [5, 15, 0], [3, 3, 3, 3, 0, 2], [2, 29]]","[[0.01661463613892801, 0.009510206458566789, 0.00847954031292053, 0.007242922079197977, 0.013467851624786694, 0.015111155066613898], [0.013305094604483616, 0.009402678073441905, 0.0200854188842287], [0.010454623049915882, 0.026360893348456673, 0.03710220023204163], [0.00790496581719267, 0.013959109557831372, 0.028009388800555993, 0.019279192670474128, 0.036938193062564635, 0.01430735445227726], [0.007703033706129507, 0.04029755209870973]]","[1, 1, 1, 1, 1]",7771.43919577358,11.302562813978,5,5,1,4,20,91,101,20,5,0.65,1,"HPB",10,0.01
"CIE_SA","Case: 0102",4916.91199994087,102505.159819059,14339.8504154613,4165.30940359729,80000,4000,"[[2, 5, 7, 8, 10], [1, 3, 4, 6, 9]]","[[3, 26, 17, 10, 1], [1, 2, 6, 3, 1]]","[[0.009675188579602813, 0.018688857370405744, 0.009350904161201625, 0.023256021245437776, 0.01739118665011102], [0.014958298080454594, 0.016364328960676768, 0.026170393811252784, 0.05912229656755113, 0.03187990596033454]]","[6, 2]",-3425.92740172306,-3.23410954386104,2,8,4,5,50,70,102,10,10,0.65,1,"HPB",10,0.01
"CIE_SA","Case: 0103",1915.82500004768,68990.4484756637,12255.4304525785,4935.01802308511,50000,1800,"[[6, 8, 10], [3, 4, 5], [1, 2, 7, 9]]","[[2, 1, 0], [3, 1, 5], [14, 9, 9, 5]]","[[0.00507210196411861, 0.02289974188256752, 0.04263177564823999], [0.027066525422461823, 0.016840536185951906, 0.02073815003637545], [0.021312108933303688, 0.02475048088176051, 0.02954136182741088, 0.012132707323182706]]","[1, 1, 3]",3690.52681837595,5.65165581322574,3,5,1.66666666666667,3.6,36,49,103,10,5,0.65,100,"HPB",10,0.01
"CIE_SA","Case: 0104",16685.4200000763,124038.199025362,22318.6248510043,6519.57417435749,90000,5200,"[[1, 5, 14, 15], [6, 9, 12], [2, 4, 8, 10, 17, 18], [3, 7, 11, 13, 16, 19, 20]]","[[4, 5, 2, 6], [4, 5, 4], [1, 1, 0, 3, 1, 1], [5, 6, 7, 2, 5, 5, 4]]","[[0.011477468431588122, 0.013362511370574013, 0.01898004360156648, 0.014680532649676923], [0.00890694916358701, 0.034154730450410176, 0.023327748648183558], [0.005473061229033123, 0.01366218256359454, 0.02885377712928361, 0.0065584497713640265, 0.010051772457704987, 0.014396983700774338], [0.013610112684312097, 0.012998153625927161, 0.019331232443180187, 0.011301492681626753, 0.006143379174101367, 0.017743562659531597, 0.012919209310029664]]","[2, 1, 1, 5]",-2920.25931385258,-2.30016916718544,4,9,2.25,5.77777777777778,28.8888888888889,71,104,20,10,0.65,100,"HPB",10,0.01
"CIE_SA","Case: 0105",3968.96099996567,564015.321607304,32749.3337210315,11265.9878862722,500000,20000,"[[8, 15], [1, 5, 13, 18], [2, 4, 7, 9, 11, 12, 17], [3, 14, 16], [6, 10, 19, 20]]","[[2, 5], [4, 5, 2, 5], [3, 4, 2, 2, 2, 1, 1], [2, 2, 15], [7, 5, 2, 8]]","[[0.019010185897574715, 0.07847680962963606], [0.0717769880948471, 0.03396660543799532, 0.009528867678196879, 0.004752347799588137], [0.009549863016988446, 0.024052551480104038, 0.06006866521663401, 0.01006871058647231, 0.009561764003370386, 0.02918431284216137, 0.016255559193540076], [0.015083887789027278, 0.05638976128424353, 0.04150904464247196], [0.023727267566465832, 0.05082182231895756, 0.025558245647933395, 0.007043895198061622]]","[1, 1, 1, 1, 1]",-6915.01929712226,-1.21118441282486,5,5,1,4,20,79,105,20,5,0.65,1,"IND",100,0.01
"CIE_SA","Case: 0106",2840.02400016785,868423.933325083,33646.7930362541,9777.14028882858,800000,25000,"[[3, 4, 10], [1, 2, 5, 7, 8], [6, 9]]","[[4, 16, 12], [5, 1, 3, 3, 3], [10, 22]]","[[0.018357643270514524, 0.005077394680388439, 0.106372296624745], [0.043560876779327996, 0.04043279400280569, 0.0018457937135687023, 0.011645627658805146, 0.019706398981626568], [0.051836917150597024, 0.09831392798564771]]","[3, 2, 3]",-98601.6491381454,-10.1963847623333,3,8,2.66666666666667,3.125,31.25,79,106,10,10,0.65,1,"IND",100,0.01
"CIE_SA","Case: 0107",1481.49000000954,457354.062316446,30352.9218288412,9001.14048760477,400000,18000,"[[3, 4, 5, 9], [1, 2, 6, 7, 8, 10]]","[[6, 8, 9, 6], [10, 4, 6, 4, 3, 3]]","[[0.031565894966140304, 0.06999546129352582, 0.10564925006740106, 0.018166118999539613], [0.041790438916465195, 0.01616089637553509, 0.011541593485559597, 0.022166627177812946, 0.034354093239056666, 0.03304726322678601]]","[3, 1]",-24856.4693923429,-5.15469235071663,2,4,2,4.5,45,59,107,10,5,0.65,100,"IND",100,0.01
"CIE_SA","Case: 0108",7489.73000001907,982771.401128013,125810.151428962,32961.2496990511,800000,24000,"[[3], [11, 16], [15, 17], [4, 14, 18], [12, 13], [2, 6, 10, 19], [1, 5, 7, 8, 9, 20]]","[[12], [5, 11], [46, 7], [5, 15, 18], [19, 11], [11, 6, 7, 10], [5, 8, 2, 2, 12, 8]]","[[0.036510105299331595], [0.016452406639506, 0.06934452509352912], [0.05480161141191338, 0.03727788582185304], [0.028737564257574844, 0.03751981194680473, 0.09837655994812347], [0.05545231207215139, 0.05343437861901729], [0.082365107947155, 0.012586941962744333, 0.043840390106314825, 0.059114623821450406], [0.008714737888208864, 0.033781735841106, 0.010020229762781734, 0.014527881132660143, 0.08046771095179231, 0.05747521607172891]]","[1, 1, 1, 1, 1, 2, 1]",-127244.791681634,-11.4633275177324,7,8,1.14285714285714,3,15,220,108,20,10,0.65,100,"IND",100,0.01
"CIE_SA","Case: 0109",9593.87199997902,581078.685507322,45223.8144801604,12854.8710271617,500000,23000,"[[4, 8, 10, 11, 14, 18, 19], [1, 9, 15, 17], [2, 3, 5, 12, 13, 20], [6, 7, 16]]","[[2, 6, 1, 2, 7, 3, 2], [3, 13, 4, 4], [8, 7, 4, 6, 2, 4], [3, 62, 2]]","[[0.008400828617286978, 0.023101423404697743, 0.01412079084110371, 0.015165412639129322, 0.02902948192817443, 0.01138624007705502, 0.023731251760112697], [0.05336632794659732, 0.028704965947418483, 0.019387417567598965, 0.01972890217912717], [0.03606099694844362, 0.047944359886800514, 0.02342257130367994, 0.025977225854707298, 0.06248577350041241, 0.01723498349859797], [0.012552092572136405, 0.05899196709968557, 0.038774953323637604]]","[1, 1, 1, 2]",2263.13043316046,0.390993367977213,4,5,1.25,4.6,23,145,109,20,5,0.8,1,"HPB",100,0.01
"CIE_SA","Case: 0110",1679.07400012016,1066834.73455113,38854.2758525431,8980.45869858547,1000000,19000,"[[5], [1, 2], [10], [6, 7, 9], [3, 4, 8]]","[[47], [11, 5], [20], [6, 10, 49], [6, 3, 1]]","[[0.025401951872010047], [0.022077990758316977, 0.029219113639171176], [0.021898828581725965], [0.012179056562629166, 0.025959257875061183, 0.03868115262856008], [0.05858066444048895, 0.0067508433106155865, 0.009038148799916056]]","[3, 1, 2, 3, 1]",58201.3335719606,5.77031590620135,5,10,2,1.9,19,158,110,10,10,0.8,1,"HPB",100,0.01
"CIE_SA","Case: 0111",2023.24699997902,557748.785363647,30484.5005636809,9264.28479996569,500000,18000,"[[2, 4, 7, 10], [5, 9], [1, 3, 6, 8]]","[[9, 15, 11, 7], [13, 14], [8, 1, 2, 7]]","[[0.02695552671989761, 0.014196375977476097, 0.010797741093475512, 0.05115842097225224], [0.034061530767136944, 0.02536072399602569], [0.08253736936615515, 0.02943107632624803, 0.04234007950679951, 0.010807413608252811]]","[3, 1, 1]",8911.73113555962,1.62374808094791,3,5,1.66666666666667,3.6,36,87,111,10,5,0.8,100,"HPB",100,0.01
"CIE_SA","Case: 0112",6894.15100002289,1062866.2249036,101533.052214689,27333.1726889158,900000,34000,"[[2, 8], [4, 7, 10, 12, 16], [9, 19], [3, 5, 6, 11], [13, 14, 17], [1, 15, 18, 20]]","[[4, 78], [29, 34, 10, 3, 2], [7, 26], [6, 1, 10, 6], [18, 14, 4], [6, 29, 4, 10]]","[[0.052612835053214, 0.23150742574762448], [0.05263554349182923, 0.08593569106963386, 0.061987534793012104, 0.017769523371282, 0.027389667105060578], [0.05932470595548444, 0.076143513192518], [0.033152317975676, 0.040319484982671176, 0.03641944035516632, 0.081868143035171], [0.0472650145310063, 0.12693517395155293, 0.036031613996498665], [0.08458801374294238, 0.05207283926195172, 0.024741905370537776, 0.04959278810578609]]","[1, 3, 1, 1, 1, 2]",-31601.2472078016,-2.88736285116246,6,9,1.5,3.77777777777778,18.8888888888889,301,112,20,10,0.8,100,"HPB",100,0.01
