"algorithm_type","case_id","running_time","total_cost","holding_cost","penalty_cost","machine_cost","skill_cost","best_cluster","bestS","bestEBO","bestServerAssignment","GAP","GAPoolingPercentGAP","num_clusters","num_used_servers","avg_num_servers_per_cluster","avg_num_skills_per_server","avg_cross_training_perf","total_stock","Case  ID","n_sku","n_initial_servers","util_rate","cost_hmin","holding_cost_work_load_relation","server_cost","cross_trainnig_cost"
"CIE_SA","Case: 0011",1077.48200011253,1042867.63660163,87666.3657137152,25201.2708879182,800000,130000,"[[5, 10], [2], [1, 7], [8, 9], [3, 4], [6]]","[[12, 8], [13], [4, 26], [11, 16], [40, 16], [12]]","[[0.09458009332406404, 0.02399779033233494], [0.09992893618112757], [0.034171162727317995, 0.048091606570457524], [0.07359711242704944, 0.14328499533679995], [0.022537169167908197, 0.14400210167587035], [0.03543281274746326]]","[1, 2, 1, 1, 2, 1]",-73446.6903200598,-6.5793915341563,6,8,1.33333333333333,1.625,16.25,158,011,10,10,0.65,100,"IND",100,0.1
"CIE_SA","Case: 0012",10321.1860001087,144416.913815234,29160.6575159767,9356.2562992568,100000,5900,"[[1, 4, 19], [2, 3, 5, 6, 9, 10, 20], [7, 8, 11, 12, 15, 16, 17, 18], [13, 14]]","[[2, 2, 3], [62, 42, 115, 10, 37, 22, 53], [11, 5, 8, 6, 14, 2, 4, 3], [9, 3]]","[[0.0006264504421889956, 0.040281702728178555, 0.009554935874771828], [0.16446093915999563, 0.40023669796300565, 0.43841978971732115, 0.07571399058520736, 0.3565309944004273, 0.08728878909760981, 0.23926721098600104], [0.05649795475404407, 0.010471367980484892, 0.051280572036804736, 0.03107368545774611, 0.11754303273655482, 0.0018035076918362718, 0.020734932814386525, 0.01452453712608971], [0.05737637518878916, 0.012920397388968633]]","[1, 4, 3, 2]",4454.438450524,3.18259479115154,4,10,2.5,5.9,29.5,413,012,20,10,0.65,100,"IND",10,0.01
"CIE_SA","Case: 0013",2341.34700012207,650065.18667975,105332.129460177,29733.0572195733,500000,15000,"[[1, 4, 9], [5, 6], [2, 3, 7, 8, 10]]","[[15, 110, 12], [10, 11], [2, 3, 2, 3, 3]]","[[0.062018375277208146, 0.6715998939531088, 0.012949740987668327], [0.07828384519384797, 0.006904644203178187], [0.004925749172056027, 0.022905699228201282, 0.014000099194513994, 0.026003331185553993, 0.03347612003699663]]","[2, 2, 1]",51972.2821233985,8.68966706133223,3,5,1.66666666666667,3,30,171,013,10,5,0.8,100,"IND",100,0.01
"CIE_SA","Case: 0014",6107.61400008202,136124.934664309,25751.3767803733,7373.55788393545,80000,23000,"[[9, 10, 17], [4, 5, 16], [1, 12, 20], [2, 7], [8], [6, 14, 18], [3, 11, 13, 15, 19]]","[[2, 2, 1], [3, 3, 3], [3, 7, 1], [3, 5], [5], [2, 2, 2], [1, 1, 2, 2, 1]]","[[0.02843499501858004, 0.023807350960940867, 0.016289115216924076], [0.025127149657025442, 0.01315449921656025, 0.033517468720760536], [0.008991712641884772, 0.01071001424248425, 0.0018047514351511556], [0.006515551713184092, 0.01775493405742954], [0.037279657811420154], [0.01364258382781928, 0.010715660523746165, 0.018828118203261707], [0.0054836611542605235, 0.003048120640542883, 0.0014335999980621174, 0.0058494889642437785, 0.014249663115430952]]","[1, 2, 1, 1, 1, 1, 1]",-9737.86391142409,-6.67604351932692,7,8,1.14285714285714,2.875,14.375,51,014,20,5,0.8,100,"IND",10,0.1
"CIE_SA","Case: 0015",48070.6849999428,181559.058731602,30918.4923349505,7640.56639665138,120000,23000,"[[1, 3, 6], [4, 7], [5], [2, 8], [9, 10]]","[[2, 0, 2], [5, 4], [30], [6, 12], [41, 19]]","[[0.01940980941395929, 0.009554737461278643, 0.0052220604899812], [0.019234468713616008, 0.02098253267264867], [0.01948086855855551], [0.01797571271600479, 0.05316745301446917], [0.21858461786869435, 0.14683985461985244]]","[1, 2, 2, 4, 3]",4433.34852552804,2.50293902583094,5,12,2.4,1.91666666666667,19.1666666666667,121,015,10,10,0.8,100,"IND",10,0.1
"CIE_SA","Case: 0016",11909.5509998798,1121570.74551645,62783.3173974944,17787.4281189585,1000000,41000,"[[3, 7], [1, 5, 10, 14, 16, 18, 19], [11, 15, 20], [4, 8, 13], [2, 6, 9, 12, 17]]","[[35, 16], [2, 5, 4, 2, 2, 2, 1], [9, 8, 23], [3, 3, 11], [13, 4, 3, 5, 8]]","[[0.033387801061811634, 0.014908770208453914], [0.0037809655684539678, 0.05996626571123615, 0.014113506860914298, 0.0067630198072912585, 0.02512448408510305, 0.03491332509064669, 0.00725474736442959], [0.0657844472431294, 0.04395961854770668, 0.10496542827275203], [0.01008754211063978, 0.04957845094289158, 0.01559088402304469], [0.023918202306474252, 0.034796806717826326, 0.018478895264273095, 0.018809563604434792, 0.029177273278451175]]","[1, 1, 3, 1, 4]",-26690.4577741167,-2.32442389393893,5,10,2,4.1,20.5,159,016,20,10,0.8,100,"IND",100,0.01
"CIE_SA","Case: 0017",1732.9240000248,452394.421052352,31159.6603615991,7234.76069075247,400000,14000,"[[2, 5, 9, 10], [1, 6, 7, 8], [3, 4]]","[[1, 2, 4, 2], [7, 49, 4, 18], [50, 17]]","[[0.01663474806364963, 0.00911126395436121, 0.0120007700823417, 0.02870518710764583], [0.019718599660589795, 0.04812574199939461, 0.011489533895056322, 0.05050858753398777], [0.09653441717549373, 0.025210743331150913]]","[1, 2, 1]",-5084.44737910928,-1.11140595335958,3,4,1.33333333333333,3.5,35,154,017,10,5,0.65,1,"HPB",100,0.01
"CIE_SA","Case: 0018",2776.01200008392,98407.4350393166,13078.2400984831,5329.19494083346,60000,20000,"[[7, 8, 11], [1, 6, 9, 19, 20], [3, 4, 10, 15], [2, 13, 17, 18], [12, 16], [5, 14]]","[[2, 1, 2], [0, 0, 1, 2, 1], [6, 2, 3, 3], [3, 3, 3, 3], [3, 4], [11, 8]]","[[0.010377664203698098, 0.027751449986806807, 0.006707204152340963], [0.042693649566116224, 0.054119113358345586, 0.021807740289442438, 0.01869321876369245, 0.025386056075985576], [0.019843313416551014, 0.005804854114859198, 0.02808687101965497, 0.009806568585513802], [0.01921302752671963, 0.009579040572527757, 0.010098771096383071, 0.0245853144799589], [0.010526626284631432, 0.008860447973247183], [0.02405251237813871, 0.011859072310072862]]","[1, 1, 1, 1, 1, 1]",-2942.33346126434,-2.90314768824309,6,6,1,3.33333333333333,16.6666666666667,61,018,20,5,0.65,1,"HPB",10,0.1
"CIE_SA","Case: 0019",2177.79099988937,142770.271565723,18094.2524952379,4676.01907048537,100000,20000,"[[6, 8, 9], [5], [10], [1, 4], [2, 3, 7]]","[[5, 11, 9], [17], [5], [7, 9], [1, 1, 1]]","[[0.013337477586991397, 0.013279668402544331, 0.029024427702425793], [0.01690753333317746], [0.020576348527152233], [0.008083559350529785, 0.030397384896695957], [0.002575972830080878, 0.01855785254949012, 0.013074316792964401]]","[3, 3, 1, 2, 1]",-9781.11009171233,-6.4116824019834,5,10,2,2,20,66,019,10,10,0.65,1,"HPB",10,0.1
"CIE_SA","Case: 0020",3400.92299985886,910227.521130044,70509.5259156509,17717.9952143932,800000,22000,"[[2], [8, 18], [4, 11, 13, 14], [1, 6, 17], [9, 10, 12, 15, 19, 20], [5, 7], [3, 16]]","[[12], [15, 21], [4, 2, 19, 7], [6, 7, 9], [5, 2, 2, 4, 2, 4], [16, 13], [53, 11]]","[[0.02270415297079384], [0.047931952049824415, 0.043541611329993866], [0.02142945561678576, 0.018529728596120114, 0.04638694003580862, 0.07635280674555733], [0.05528591311941948, 0.02016685207825003, 0.02772495365015269], [0.044506188814066996, 0.01775970209762503, 0.03240966040748164, 0.0242639278719027, 0.006931004606550464, 0.03048495615356874], [0.05895194709072064, 0.025317139753652275], [0.05387493014207063, 0.04379275332157195]]","[1, 1, 1, 1, 1, 1, 2]",-87931.4956500853,-8.809367462685,7,8,1.14285714285714,2.75,13.75,214,020,20,10,0.65,1,"HPB",100,0.01
