algorithm_type,case_id,running_time,total_cost,holding_cost,penalty_cost,machine_cost,skill_cost,GAP,GAPoolingPercentGAP,num_clusters,num_used_servers,avg_num_servers_per_cluster,avg_num_skills_per_server,avg_cross_training_perf,total_stock,Case  ID,n_sku,n_initial_servers,util_rate,cost_hmin,holding_cost_work_load_relation,server_cost,cross_trainnig_cost
CIE_SA,Case: 0062,1170.3140001297,1025287.16577215,34570.7073622948,10716.458409855,800000,180000,-177161.620942459,-14.7334026113918,4,8,2,2.25,22.5,107,62,10,10,0.65,1,IND,100,0.1
CIE_SA,Case: 0063,2297.49399995804,738580.946071403,29442.4092900145,9138.53678138814,500000,200000,-71536.7386031387,-8.8304131555748,5,5,1,4,20,97,63,20,5,0.65,1,IND,100,0.1
CIE_SA,Case: 0064,2119.86800003052,82238.2091829247,15616.7776678289,4221.43151509582,60000,2400,9804.82633317746,13.5363363513149,3,6,2,4,40,216,64,10,5,0.65,1,IND,10,0.01
CIE_SA,Case: 0065,1715.79300022125,93836.4931122429,14570.2172497628,4266.27586248012,60000,15000,6396.55454648122,7.31536944261518,4,6,1.5,2.5,25,37,65,10,5,0.65,1,IND,10,0.1
CIE_SA,Case: 0066,6796.29500007629,165942.242090469,42236.821636395,10705.4204540737,90000,23000,-22828.4379721096,-12.0932117024433,7,9,1.28571428571429,2.55555555555556,12.7777777777778,121,66,20,10,0.65,1,IND,10,0.1
CIE_SA,Case: 0067,2563.25300002098,81399.6433124596,14658.8563077449,3740.78700471477,60000,3000,4790.58425431882,6.25328690002981,2,6,3,5,50,186,67,10,5,0.8,1,IND,10,0.01
CIE_SA,Case: 0068,19408.2030000687,166077.749570945,28479.8329533761,11197.9166175694,120000,6400,13980.0653793574,9.19150442931632,4,12,3,5.33333333333333,26.6666666666667,114,68,20,10,0.8,1,IND,10,0.01
CIE_SA,Case: 0069,6409.31500005722,112519.072612818,24997.7912431468,7521.28136967126,60000,20000,-12531.6189189939,-10.0212312027127,6,6,1,3.33333333333333,16.6666666666667,54,69,20,5,0.65,100,IND,10,0.1
CIE_SA,Case: 0070,4862.46000003815,162125.520336276,36918.5117508951,9207.00858538096,90000,26000,3844.90778124952,2.42917165860275,4,9,2.25,2.88888888888889,28.8888888888889,173,70,10,10,0.65,100,IND,10,0.1
CIE_SA,Case: 0071,6333.71199989319,102180.978721978,21270.4871752122,7110.49154676591,70000,3800,7433.90796733298,7.84605572301403,4,7,1.75,5.42857142857143,27.1428571428571,125,71,20,5,0.8,100,IND,10,0.01
CIE_SA,Case: 0072,10195.3340001106,144180.899620316,29233.6185614802,8747.28105883627,100000,6200,6856.6878309077,4.99306549191971,2,10,5,6.2,62,135,72,10,10,0.8,100,IND,10,0.01
CIE_SA,Case: 0073,2276.03600001335,62440.0118642102,8589.26699953603,2250.74486467415,50000,1600,1649.72969862671,2.71380496990144,3,5,1.66666666666667,3.2,32,46,73,10,5,0.65,1,HPB,10,0.01
CIE_SA,Case: 0074,10270.2239999771,122047.712132923,19633.5175854473,7414.19454747534,90000,5000,-2312.54164611349,-1.85955043982334,4,9,2.25,5.55555555555556,27.7777777777778,81,74,20,10,0.65,1,HPB,10,0.01
CIE_SA,Case: 0075,1961.81599998474,88630.6894266693,11253.253468588,3377.43595808128,60000,14000,1245.83301136833,1.42568525311462,4,6,1.5,2.33333333333333,23.3333333333333,58,75,10,5,0.8,1,HPB,10,0.1
CIE_SA,Case: 0076,5880.85799980164,172398.887725174,26753.7276023083,8645.16012286566,110000,27000,-16453.0421519381,-8.71213874417076,8,11,1.375,2.45454545454545,12.2727272727273,138,76,20,10,0.8,1,HPB,10,0.1
CIE_SA,Case: 0077,6719.13699984551,82679.0236494787,14288.8458309765,6390.17781850217,60000,2000,10289.8016460615,14.2145492951641,6,6,1,3.33333333333333,16.6666666666667,52,77,20,5,0.65,100,HPB,10,0.01
CIE_SA,Case: 0078,4340.9470000267,108776.349718932,18496.0366624898,6280.31305644207,80000,4000,-2002.62742021034,-1.80776847009065,2,8,4,5,50,60,78,10,10,0.65,100,HPB,10,0.01
CIE_SA,Case: 0079,4628.55700016022,129091.527970127,22576.9952551653,6514.53271496224,80000,20000,-9538.83380436023,-6.88076816814285,8,8,1,2.5,12.5,67,79,20,5,0.8,100,HPB,10,0.1
CIE_SA,Case: 0080,1782.56799983978,164064.461002335,23523.4912381703,6540.96976416465,110000,24000,8251.81360859276,5.29598447020814,5,11,2.2,2.18181818181818,21.8181818181818,83,80,10,10,0.8,100,HPB,10,0.1
CIE_SA,Case: 0081,1883.65299987793,474644.264988648,47914.8720694234,12729.3929192242,400000,14000,12472.5777424203,2.69868927210494,3,4,1.33333333333333,3.5,35,110,81,10,5,0.65,1,IND,100,0.01
CIE_SA,Case: 0082,5797.19199991226,944285.315526881,90845.0787105729,25440.2368163079,800000,28000,-145512.612994159,-13.3522563390843,6,8,1.33333333333333,3.5,17.5,193,82,20,10,0.65,1,IND,100,0.01
CIE_SA,Case: 0083,961.110000133514,698102.211458925,76416.0623019703,21686.1491569544,500000,100000,-15536.0029336137,-2.17701387345663,5,5,1,2,20,164,83,10,5,0.8,1,IND,100,0.1
CIE_SA,Case: 0084,3130.51400017738,1354131.06784389,107023.960386953,27107.1074569368,1000000,220000,-234582.718156195,-14.7655745310051,9,10,1.11111111111111,2.2,11,321,84,20,10,0.8,1,IND,100,0.1
CIE_SA,Case: 0085,5626.67199993134,566120.545322,36011.5443443636,10109.000977636,500000,20000,-6667.62435561209,-1.16406460687987,5,5,1,4,20,71,85,20,5,0.65,100,IND,100,0.01
CIE_SA,Case: 0086,1469.27100014687,887186.313439088,47491.8435501698,12694.469888918,800000,27000,-91710.5105386339,-9.36876168072245,3,8,2.66666666666667,3.375,33.75,107,86,10,10,0.65,100,IND,100,0.01
CIE_SA,Case: 0087,2352.68600010872,867775.941437312,53569.7329982146,14206.2084390969,600000,200000,-32928.1923029033,-3.65582782063711,6,6,1,3.33333333333333,16.6666666666667,118,87,20,5,0.8,100,IND,100,0.1
CIE_SA,Case: 0088,2273.40799999237,1223011.35482003,96347.1472435869,26664.2075764453,900000,200000,-40290.5884471103,-3.18930788176507,4,9,2.25,2.22222222222222,22.2222222222222,182,88,10,10,0.8,100,IND,100,0.1
CIE_SA,Case: 0089,1483.007999897,631233.280532609,24922.4343944148,6310.84613819405,500000,100000,-30986.5426728323,-4.67919285817261,5,5,1,2,20,117,89,10,5,0.65,1,HPB,100,0.1
CIE_SA,Case: 0090,9626.91199994087,1169688.82545189,39194.125324994,10494.7001268999,900000,220000,-347490.319762851,-22.9037105379976,8,9,1.125,2.44444444444444,12.2222222222222,167,90,20,10,0.65,1,HPB,100,0.1
CIE_SA,Case: 0091,1957.1819999218,532690.147466547,13631.6870618248,3058.46040472166,500000,16000,-335.54429782473,-0.062950867661565,3,5,1.66666666666667,3.2,32,75,91,10,5,0.8,1,HPB,100,0.01
CIE_SA,Case: 0092,8500.21200013161,1093895.12844757,51627.6860746163,14267.4423729506,1000000,28000,-8404.23539137724,-0.762427673196514,7,10,1.42857142857143,2.8,14,220,92,20,10,0.8,1,HPB,100,0.01
CIE_SA,Case: 0093,6396.88300013542,746557.077617731,36785.6032276502,9771.47439008035,500000,200000,-122579.58555858,-14.1036031215857,5,5,1,4,20,117,93,20,5,0.65,100,HPB,100,0.1
CIE_SA,Case: 0094,1153.85099983215,1009961.79920713,39384.3873938887,10577.4118132432,800000,160000,-74960.7299939147,-6.90931637755895,4,8,2,2,20,116,94,10,10,0.65,100,HPB,100,0.1
CIE_SA,Case: 0095,7970.56599998474,655958.056214064,27326.4771657245,8631.57904833892,600000,20000,50754.4810921625,8.38634852445138,6,6,1,3.33333333333333,16.6666666666667,105,95,20,5,0.8,100,HPB,100,0.01
CIE_SA,Case: 0096,2689.88700008392,1002599.76682135,63956.5406867472,16643.2261346001,900000,22000,5659.72333729907,0.567709500113949,4,9,2.25,2.44444444444444,24.4444444444444,212,96,10,10,0.8,100,HPB,100,0.01
CIE_SA,Case: 0097,8629.26900005341,103078.469949005,22675.5979590457,7402.87198995878,70000,3000,9656.46266760638,10.3363896244704,5,7,1.4,4.28571428571429,21.4285714285714,831,97,20,5,0.8,1,IND,10,0.01
CIE_SA,Case: 0098,4534.73000001907,137449.185005236,26097.515483102,7951.66952213406,100000,3400,3502.95055295236,2.61519151118819,3,10,3.33333333333333,3.4,34,95,98,10,10,0.8,1,IND,10,0.01
CIE_SA,Case: 0099,4946.75300002098,83110.5195651546,13342.4690114714,6768.0505536832,60000,3000,3271.18052935095,4.09720392084409,2,6,3,5,50,95,99,10,5,0.8,100,IND,10,0.01
CIE_SA,Case: 0100,13651.0930001736,177961.709869887,40697.1065069045,10764.6033629824,120000,6500,7239.15346677729,4.24030287461501,5,12,2.4,5.41666666666667,27.0833333333333,140,100,20,10,0.8,100,IND,10,0.01
CIE_SA,Case: 0101,4263.10899996758,76529.6431861339,18777.7941677877,5751.84901834624,50000,2000,7771.43919577358,11.302562813978,5,5,1,4,20,91,101,20,5,0.65,1,HPB,10,0.01
CIE_SA,Case: 0102,4916.91199994087,102505.159819059,14339.8504154613,4165.30940359729,80000,4000,-3425.92740172306,-3.23410954386104,2,8,4,5,50,70,102,10,10,0.65,1,HPB,10,0.01
CIE_SA,Case: 0103,1915.82500004768,68990.4484756637,12255.4304525785,4935.01802308511,50000,1800,3690.52681837595,5.65165581322574,3,5,1.66666666666667,3.6,36,49,103,10,5,0.65,100,HPB,10,0.01
CIE_SA,Case: 0104,16685.4200000763,124038.199025362,22318.6248510043,6519.57417435749,90000,5200,-2920.25931385258,-2.30016916718544,4,9,2.25,5.77777777777778,28.8888888888889,71,104,20,10,0.65,100,HPB,10,0.01
CIE_SA,Case: 0105,3968.96099996567,564015.321607304,32749.3337210315,11265.9878862722,500000,20000,-6915.01929712226,-1.21118441282486,5,5,1,4,20,79,105,20,5,0.65,1,IND,100,0.01
CIE_SA,Case: 0106,2840.02400016785,868423.933325083,33646.7930362541,9777.14028882858,800000,25000,-98601.6491381454,-10.1963847623333,3,8,2.66666666666667,3.125,31.25,79,106,10,10,0.65,1,IND,100,0.01
CIE_SA,Case: 0107,1481.49000000954,457354.062316446,30352.9218288412,9001.14048760477,400000,18000,-24856.4693923429,-5.15469235071663,2,4,2,4.5,45,59,107,10,5,0.65,100,IND,100,0.01
CIE_SA,Case: 0108,7489.73000001907,982771.401128013,125810.151428962,32961.2496990511,800000,24000,-127244.791681634,-11.4633275177324,7,8,1.14285714285714,3,15,220,108,20,10,0.65,100,IND,100,0.01
CIE_SA,Case: 0109,9593.87199997902,581078.685507322,45223.8144801604,12854.8710271617,500000,23000,2263.13043316046,0.390993367977213,4,5,1.25,4.6,23,145,109,20,5,0.8,1,HPB,100,0.01
CIE_SA,Case: 0110,1679.07400012016,1066834.73455113,38854.2758525431,8980.45869858547,1000000,19000,58201.3335719606,5.77031590620135,5,10,2,1.9,19,158,110,10,10,0.8,1,HPB,100,0.01
CIE_SA,Case: 0111,2023.24699997902,557748.785363647,30484.5005636809,9264.28479996569,500000,18000,8911.73113555962,1.62374808094791,3,5,1.66666666666667,3.6,36,87,111,10,5,0.8,100,HPB,100,0.01
CIE_SA,Case: 0112,6894.15100002289,1062866.2249036,101533.052214689,27333.1726889158,900000,34000,-31601.2472078016,-2.88736285116246,6,9,1.5,3.77777777777778,18.8888888888889,301,112,20,10,0.8,100,HPB,100,0.01
CIE_SA,Case: 0113,8616.36199998856,114388.642295997,22543.8477983223,7844.79449767471,60000,24000,1517.96231360571,1.34486858220622,5,6,1.2,4,20,46,113,20,5,0.65,1,IND,10,0.1
CIE_SA,Case: 0114,2791.03199982643,162934.57551491,34912.3083490536,10022.2671658561,100000,18000,-2509.89225941375,-1.51706025180449,6,10,1.66666666666667,1.8,18,63,114,10,10,0.65,1,IND,10,0.1
CIE_SA,Case: 0115,1274.22600007057,94955.2348680145,16476.4395273629,5478.79534065157,60000,13000,2147.76434597038,2.31421493753591,4,6,1.5,2.16666666666667,21.6666666666667,143,115,10,5,0.65,100,IND,10,0.1
CIE_SA,Case: 0116,5786.54399991035,182896.695797536,38368.152957442,12528.5428400937,100000,32000,-21551.5214287036,-10.5413105191595,6,10,1.66666666666667,3.2,16,65,116,20,10,0.65,100,IND,10,0.1
CIE_SA,Case: 0117,3817.22699999809,112968.686938086,17543.7832936155,5424.90364447038,70000,20000,-28540.0844825471,-20.1684207954234,7,7,1,2.85714285714286,14.2857142857143,84,117,20,5,0.8,1,HPB,10,0.1
CIE_SA,Case: 0118,2784.76600003242,161279.721105817,24628.9105297125,5650.81057610465,110000,21000,-3978.72140255224,-2.40757527552684,5,11,2.2,1.90909090909091,19.0909090909091,107,118,10,10,0.8,1,HPB,10,0.1
CIE_SA,Case: 0119,2095.01200008392,97590.9238634537,18530.6046196522,4060.31924380145,60000,15000,-4671.33943579966,-4.56799926491923,4,6,1.5,2.5,25,54,119,10,5,0.8,100,HPB,10,0.1
