"benchmark_types","n_sku10","n_sku20","initial_servers5","initial_servers10","util_rate65","util_rate80","cost_hmin1","cost_hmin100","work_load_relation_HPB","work_load_relation_IND","cost_f10","cost_f100","cost_ci1","cost_ci10"
"MSSA_SA",1.21578632965247,3.20482524352362,2.85695839448378,1.56365317869231,1.92414888458044,2.49646268859564,1.69599533586906,2.72461623730703,1.93282927704682,2.48778229612927,2.48732521596052,1.93328635721557,1.69659149106454,2.72402008211155
"MSSAINNER_SA",0.262422728251594,2.71652205619841,2.72785803086654,0.25108675358347,1.82189241781029,1.15705236663972,1.42712177792889,1.55182300652112,1.5253871611144,1.45355762333561,1.21626819126873,1.76267659318128,0.523872040010132,2.45507274443988
"MSSA_MSSAINNER",1.89728309435636,0.527753299406342,0.175857101962795,2.2491792917999,0.13940669298938,2.28562970077332,0.289261424794383,2.13577496896831,0.445805102918657,1.97923129084404,2.20276990645673,0.222266487305967,2.13306978442911,0.291966609333591
