case_id,running_time,total_cost,holding_cost,penalty_cost,machine_cost,skill_cost,best_cluster,bestS,bestEBO,bestServerAssignment,GAP,GAPoolingPercentGAP,num_clusters,num_used_servers,avg_num_servers_per_cluster,avg_num_skills_per_server,avg_cross_training_perf,total_stock
Case: 0031,6902.62857699394,144352.093074399,24657.0157172959,6495.07735710276,110000,3200,"[[3, 5, 6, 9], [4, 7, 8, 10], [2], [1]]","[[6, 7, 38, 11], [2, 3, 3, 2], [20], [28]]","[[0.04968930359128343, 0.03397008014799521, 0.030333230582179117, 0.02116745656479434], [0.009319341753363528, 0.010553066151481121, 0.015650138397192048, 0.040864186302279185], [0.0333047688710656], [0.033663454530228364]]","[5, 2, 2, 2]",5441.74768935479,3.91745314164389,4,11,2.75,2.90909090909091,29.0909090909091,120
Case: 0032,2123.98217988014,1353662.6578811,98591.6872255506,25070.9706555444,1000000,230000,"[[4, 17], [8, 10, 14], [3, 5, 9], [1, 2, 16, 18], [13], [6, 7, 15], [20], [11, 12, 19]]","[[21, 14], [10, 3, 15], [11, 7, 6], [7, 5, 2, 7], [11], [18, 4, 7], [124], [2, 7, 7]]","[[0.035252821728637085, 0.035579296100069886], [0.03195460487157952, 0.013123351319919442, 0.08067752575080239], [0.028966576209169623, 0.039410210603003884, 0.045492848080685565], [0.06849058752005567, 0.06919508673086058, 0.03285739666959918, 0.02076682104300176], [0.03395749344602156], [0.10027157327632631, 0.021685416903659913, 0.01958416325397743], [0.14178329003317514], [0.0068571479645557825, 0.018511036380188233, 0.03971609555153689]]","[2, 1, 1, 1, 1, 1, 2, 1]",-157953.046447312,-10.4492858862887,8,10,1.25,2.3,11.5,288
Case: 0033,41648.5373289585,141495.953631696,25496.4789708515,7999.47466084426,100000,8000,"[[1, 2, 8, 14, 15, 19], [4, 10, 12, 16, 18], [3, 5, 6, 7, 9, 11, 13, 17, 20]]","[[3, 1, 1, 1, 3, 6], [2, 1, 1, 1, 1], [12, 1, 4, 13, 10, 8, 12, 7, 10]]","[[0.012740736446190896, 0.007229294351282042, 0.016392012354006637, 0.019747131710579784, 0.011902652927498718, 0.013515180842997717], [0.010926992902483782, 0.01506646696223197, 0.03295705119443903, 0.007112346981273185, 0.021430810301630698], [0.015610744559602414, 0.024375771206458584, 0.013738596503023823, 0.01410752941542644, 0.01602017524757275, 0.017749575129064787, 0.015856168889074856, 0.006695350219470724, 0.01919896060834039]]","[2, 1, 7]",3902.75059326427,2.83644141358798,3,10,3.33333333333333,8,40,98
Case: 0034,494.065450906754,1201087.60790145,72603.2208553264,18484.3870461222,900000,210000,"[[5, 9], [2, 7, 10], [1, 6], [3, 4, 8]]","[[15, 72], [18, 8, 10], [17, 47], [8, 10, 6]]","[[0.03089700500638361, 0.14952668587205814], [0.036991043622339466, 0.11148866676736388, 0.03637064217632096], [0.056300054581070395, 0.1661609421743587], [0.03156536129417501, 0.1682679878699265, 0.051092969973595435]]","[4, 2, 2, 1]",-58824.11234732,-4.66890746406464,4,9,2.25,2.33333333333333,23.3333333333333,211
Case: 0035,3862.41254496574,777349.356359667,61478.1185821528,15871.2377775147,500000,200000,"[[4], [1, 7, 8], [2, 3, 6, 11, 12, 14, 15, 16, 17, 19], [9, 10], [5, 13, 18, 20]]","[[92], [3, 7, 12], [3, 6, 3, 1, 4, 4, 2, 2, 2, 5], [1, 11], [12, 7, 7, 6]]","[[0.12108753680115654], [0.03364314187689013, 0.021232553581442815, 0.0358545248045832], [0.02319027056977881, 0.015016738514124326, 0.016666527532606806, 0.002958921894079528, 0.028634723960209416, 0.04631870432131996, 0.02034057345158326, 0.014266032695873291, 0.016713233673330708, 0.04558530774414199], [0.0028156086906006923, 0.02686677502347972], [0.04678708977612768, 0.035894215691181494, 0.013738866907437572, 0.025933804551915587]]","[1, 1, 1, 1, 1]",-104201.434461585,-11.8202417315639,5,5,1,4,20,190
Case: 0036,990.017609119415,74453.2817851328,15077.6538633822,4375.62792175059,50000,5000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[2, 5, 5, 4, 1, 5, 3, 1, 7, 8]]","[[0.0171229753330078, 0.04770401602342546, 0.012187957809664899, 0.021926612411830974, 0.0022027044627566396, 0.03893544081366718, 0.01690828854557767, 0.02482582333316832, 0.01075742339576182, 0.02895687709924485]]",[5],3484.31076941284,4.9096256005192,1,5,5,10,100,41
Case: 0037,7293.30846190453,880806.995830472,37790.020742101,10016.9750883713,800000,33000,"[[6, 7, 9], [1, 4, 10, 12, 15, 16, 18], [3, 5, 11, 13, 20], [2, 8, 14, 19], [17]]","[[6, 18, 13], [3, 3, 2, 3, 3, 1, 2], [12, 1, 8, 11, 10], [1, 2, 2, 12], [27]]","[[0.010089821091918166, 0.021368489078138965, 0.031461138163669494], [0.007220214774163944, 0.01205555530335792, 0.02519994343378002, 0.031126725708150494, 0.006906278738502031, 0.02313366898678978, 0.024593980267482454], [0.011938112446975593, 0.0214754031883915, 0.014079884717426723, 0.018689952254951042, 0.015034353219790863], [0.020770508416471406, 0.007503763555822756, 0.023847896922058454, 0.023699206648122962], [0.04096054625799921]]","[2, 1, 3, 1, 1]",-204888.544596436,-18.8716391444209,5,8,1.6,4.125,20.625,140
Case: 0038,864.122196912765,144903.175979547,25776.6054899865,7126.57048956056,90000,22000,"[[2, 4, 7, 9], [3, 5, 10], [6, 8], [1]]","[[3, 4, 2, 3], [4, 4, 13], [3, 3], [42]]","[[0.009092932678435637, 0.014452327454103655, 0.01679066945426912, 0.011535252594948036], [0.009035934859895803, 0.019688312047857363, 0.0190168019445026], [0.014742857870716405, 0.052314191537550604], [0.0373090974004402]]","[2, 3, 1, 3]",-7235.04821798703,-4.75557556698779,4,9,2.25,2.44444444444444,24.4444444444444,81
Case: 0039,3575.32709908485,108755.213838956,18863.7211173313,7891.49272162455,60000,22000,"[[2, 3, 13, 15], [5, 6, 17, 18, 20], [1, 7, 8, 9, 12, 16, 19], [4, 11], [10, 14]]","[[2, 2, 1, 1], [4, 2, 1, 1, 1], [1, 1, 0, 1, 1, 1, 1], [10, 7], [4, 9]]","[[0.017123831383183657, 0.004638747268832516, 0.0076081810003273305, 0.021620240188202654], [0.01067623273629974, 0.01850114501413919, 0.01657566995173848, 0.006398979363517823, 0.007951243419724655], [0.004507504568661412, 0.005050010735637701, 0.018622768813629197, 0.022408179295591128, 0.017648217763140257, 0.012301051492457183, 0.026458333381158425], [0.020467044321503286, 0.010556110490023755], [0.01545136313795691, 0.013021445022671583]]","[1, 1, 1, 2, 1]",-10368.7427974891,-8.70416252973661,5,6,1.2,3.66666666666667,18.3333333333333,51
Case: 0040,615.955449819565,478073.04903586,48633.6857778656,13439.3632579948,400000,16000,"[[1, 3, 4, 6, 7, 9, 10], [2, 5, 8]]","[[3, 4, 3, 5, 5, 4, 10], [21, 3, 33]]","[[0.01566556827526501, 0.040026801112821545, 0.04022358939660754, 0.013094507005544664, 0.022387524786298706, 0.025399278908982192, 0.06179343122775085], [0.024483803555714775, 0.016661039645407376, 0.09719355993915264]]","[1, 3]",-16305.0558822772,-3.29809425621248,2,4,2,4,40,91
Case: 0041,2772.06791496277,1397077.04153506,36565.6247211805,10511.4168138838,1100000,250000,"[[17], [2, 10, 12, 13, 19], [3, 15], [6, 9], [4, 7, 11, 20], [1, 16], [5, 8, 18], [14]]","[[21], [1, 0, 3, 2, 2], [4, 50], [10, 9], [2, 3, 1, 4], [16, 5], [2, 8, 1], [11]]","[[0.0208359975395098], [0.01749146667188516, 0.008054071485054307, 0.031198963489862893, 0.019639542356188564, 0.018317377057244986], [0.03457223204466292, 0.16316650311884137], [0.033067432476669, 0.02153050522919836], [0.028104836336482232, 0.026857906356923724, 0.020153590462478367, 0.03331893633640044], [0.017726962944728586, 0.032246791706442596], [0.021916995033687006, 0.03166174731707366, 0.038603985177403974], [0.04099830063329494]]","[2, 1, 1, 2, 1, 2, 1, 1]",-153010.221598249,-9.8710714704511,8,11,1.375,2.27272727272727,11.3636363636364,155
Case: 0042,4948.62830686569,131152.265094732,21622.829389582,6529.43570514992,100000,3000,"[[1, 2, 5], [3, 6, 7, 8, 9, 10], [4]]","[[7, 29, 18], [2, 2, 1, 2, 1, 4], [40]]","[[0.03354173032511563, 0.04558638623672488, 0.010647656771725715], [0.027220541197313056, 0.04380873740856115, 0.022464225379661595, 0.017310467081209438, 0.01101906206997, 0.011808536541425331], [0.015303555940353798]]","[5, 2, 3]",5001.26043335922,3.96450305471931,3,10,3.33333333333333,3,30,106
Case: 0043,18309.0872380734,85443.2487840563,8071.54283055797,5371.70595349831,60000,12000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[17, 7, 3, 2, 1, 6, 2, 5, 10, 11, 4, 3, 7, 2, 11, 4, 4, 1, 3, 3]]","[[0.04882057909049476, 0.04183199684121194, 0.006938225548280063, 0.07442368048942749, 0.0438783240982278, 0.02132259294702417, 0.09365016981858577, 0.06953811714358614, 0.03144711160724529, 0.1761127735530702, 0.13842099861992263, 0.024745084024204635, 0.007710805861446315, 0.0011666057678225183, 0.055446626877340525, 0.010717601455977804, 0.13782928607424247, 0.006245969263309469, 0.028566368411899763, 0.010574991926596937]]",[6],6586.70431547028,8.352768130861,1,6,6,20,100,106
Case: 0044,489.970541000366,654353.253938441,27316.1725651357,7037.08137330494,500000,120000,"[[4], [3, 5, 10], [2, 6, 7, 9], [1, 8]]","[[14], [4, 4, 17], [1, 4, 8, 4], [51, 21]]","[[0.04439125814032762], [0.042350895301552414, 0.014406460743582965, 0.05284497619224829], [0.04296567050686558, 0.017851909365638394, 0.05169756627831319, 0.028009601656690686], [0.10803356732325589, 0.022899446909365996]]","[1, 1, 1, 2]",-42514.0304917971,-6.10073559796351,4,5,1.25,2.4,24,128
Case: 0045,3934.27590990067,155174.339214719,23291.944798305,6882.39441641391,100000,25000,"[[11, 12], [4, 5, 7, 9, 18, 19, 20], [10, 14, 15], [6, 17], [1, 2], [16], [3, 8], [13]]","[[13, 3], [1, 1, 2, 0, 1, 2, 2], [7, 8, 6], [3, 4], [3, 3], [9], [18, 5], [7]]","[[0.01762572786271025, 0.036412773190068005], [0.00999669557133179, 0.013288712637317278, 0.02048627879179593, 0.027988669118350313, 0.01842482658764094, 0.020156237393205635, 0.011119016043655328], [0.019077781206922537, 0.014835192603547726, 0.01143699621602753], [0.016717666912463378, 0.01833460917645951], [0.0209902074423058, 0.019841445259521525], [0.010732323894744378], [0.005604824557142143, 0.015922054335309084], [0.018569164702306188]]","[1, 1, 2, 1, 1, 1, 2, 1]",-27469.7279185049,-15.0400329721458,8,10,1.25,2.5,12.5,98
Case: 0046,922.23362493515,847222.049262959,21301.9727890503,5920.0764739087,800000,20000,"[[1, 2, 4, 5, 7, 9], [3, 6], [8, 10]]","[[4, 1, 2, 1, 1, 1], [8, 89], [12, 30]]","[[0.03823836100864121, 0.014956895686715906, 0.027124619696866935, 0.005068495146711738, 0.021303633426908487, 0.04225132382439449], [0.007741820846534069, 0.06354817821317411], [0.019105513302298833, 0.0334959911851905]]","[1, 4, 3]",-101552.039055176,-10.7035004755657,3,8,2.66666666666667,2.5,25,149
Case: 0047,2753.98987317085,490139.325617493,27311.7848515945,8827.54076589863,400000,54000,"[[1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20], [5, 11, 13]]","[[4, 3, 3, 1, 1, 5, 3, 2, 3, 2, 1, 2, 5, 8, 9, 6, 6], [27, 3, 2]]","[[0.01283858912172961, 0.05017006412524806, 0.0025752848257050826, 0.008167833146996846, 0.03682513370970543, 0.008301888344130018, 0.008849407820503192, 0.01648043658732034, 0.022829638913983843, 0.01496691308823979, 0.005038236344698494, 0.044674365121710365, 0.01800178268884596, 0.03378295353463826, 0.05908334779775415, 0.05047156139354684, 0.01073058395896026], [0.03699829159418964, 0.03918248985740959, 0.013357850820141067]]","[3, 1]",-66627.7213800465,-11.9668938273822,2,4,2,13.5,67.5,96
Case: 0048,246.36014008522,84117.4189993865,8903.29615945487,3214.12283993165,60000,12000,"[[6, 8], [1, 4, 9], [2, 7], [3, 10], [5]]","[[0, 10], [2, 3, 4], [0, 1], [16, 7], [6]]","[[0.016234170042753942, 0.01132063752841967], [0.01857532213551761, 0.008931167438314593, 0.01582663570146616], [0.024178819036605077, 0.002652843879357039], [0.012542263970447066, 0.004480319300119443], [0.01388175794478724]]","[1, 1, 1, 2, 1]",2294.60885422537,2.80436329448295,5,6,1.2,2,20,49
Case: 0049,3109.3382089138,199580.787679853,44646.3853656162,12934.4023142368,110000,32000,"[[3, 15, 16], [2, 4, 17, 19, 20], [5, 13], [9, 10, 12, 14], [11], [1, 6, 8], [7, 18]]","[[4, 25, 8], [6, 1, 2, 3, 4], [8, 4], [6, 2, 3, 2], [6], [8, 4, 6], [5, 6]]","[[0.024556336912307544, 0.028250893238324616, 0.04927037911691464], [0.0070030249776948834, 0.016000354850911874, 0.027552534934787747, 0.05437999798853266, 0.005039113049157738], [0.034328234190246415, 0.04713782364188181], [0.006288204187225027, 0.01566259304462102, 0.03434948132336167, 0.01111774159793911], [0.04955596282916917], [0.0647188219784526, 0.0515339972293344, 0.022908564643581618], [0.014018573268851392, 0.030273684731949146]]","[3, 1, 1, 1, 1, 3, 1]",-16151.9816183571,-7.48703206791455,7,11,1.57142857142857,2.90909090909091,14.5454545454545,113
Case: 0050,179470.500095844,1106864.44815196,48384.0518041637,13480.3963477943,1000000,45000,"[[1, 2, 3, 4, 5, 6, 9, 10], [7], [8]]","[[4, 6, 8, 5, 5, 8, 5, 10], [15], [131]]","[[0.029656869544417798, 0.04627886099567104, 0.06766806579609208, 0.006061652618353016, 0.04168936281769116, 0.03869788605552601, 0.04304364063537247, 0.014268938249597343], [0.0283251116641849], [0.6875708011451434]]","[5, 1, 4]",108973.531407642,10.9203851422132,3,10,3.33333333333333,4.5,45,197
Case: 0051,3313.84108805656,609630.909099611,39919.4960696956,14711.4130299153,500000,55000,"[[2, 5, 9, 14, 20], [1, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19]]","[[3, 4, 23, 9, 1], [4, 2, 2, 6, 4, 1, 7, 2, 2, 1, 6, 2, 2, 4, 3]]","[[0.04928173165523138, 0.040701299980114944, 0.06591830959988926, 0.0835830859132524, 0.008648545192603913], [0.01893169064709055, 0.010364203929090906, 0.015066861997386239, 0.015337805461880355, 0.02571586304208767, 0.024949770836015173, 0.024054916775427246, 0.0047303513484066905, 0.0358174364841991, 0.0330321917408178, 0.014116221309872232, 0.009843288731291188, 0.040961038768377575, 0.06529928540046581, 0.0065156653847448275]]","[2, 3]",22804.0063584539,3.88598516051887,2,5,2.5,11,55,88
Case: 0052,423.950839996338,115743.825159971,32514.1517806757,10229.673379295,60000,13000,"[[4, 9], [1, 3, 5, 6, 8], [2, 10], [7]]","[[4, 8], [4, 2, 1, 2, 2], [3, 9], [11]]","[[0.015028078994066552, 0.016935681167100994], [0.02803611967360616, 0.04175198019761603, 0.0017382147373598501, 0.03055630554629582, 0.009456474497978365], [0.030284675123331252, 0.09439920917630158], [0.0796561240269845]]","[2, 1, 1, 2]",2221.20782887982,1.95662140382266,4,6,1.5,2.16666666666667,21.6666666666667,46
Case: 0053,2361.24551200867,1116539.22160647,75052.9316398412,21486.2899666265,800000,220000,"[[4, 12], [1, 7, 10, 13, 17], [2, 6, 8, 9], [3, 14, 18, 19], [5, 11, 20], [15], [16]]","[[5, 15], [7, 8, 5, 4, 4], [4, 1, 2, 6], [17, 9, 4, 3], [16, 2, 14], [18], [59]]","[[0.041088846829154195, 0.06503950302561526], [0.028506279746475613, 0.023149973705277428, 0.03510174161425818, 0.015247381738743022, 0.018369115466676248], [0.030947916580443515, 0.009658768815805279, 0.015845215925608867, 0.08016805139726876], [0.02348553982001475, 0.05212771204061315, 0.03662615582062972, 0.020603298338101317], [0.10318175655822677, 0.024995851617732903, 0.05961384689837123], [0.19887441899596828], [0.05822004179617784]]","[2, 1, 1, 1, 1, 1, 1]",-299857.119273905,-21.1704245922809,7,8,1.14285714285714,2.75,13.75,203
Case: 0054,2303.61282896996,122442.381842604,22830.5551253475,6811.82671725627,90000,2800,"[[6, 7], [1, 2, 4, 5], [3, 8, 9, 10]]","[[57, 115], [2, 8, 8, 5], [1, 2, 3, 1]]","[[0.45263538778067036, 0.35770789959948435], [0.04580922254270767, 0.019477035560816706, 0.10762694875967545, 0.014230706913703053], [0.00269125907715235, 0.013828694286538667, 0.008520622163685702, 0.019546750048383573]]","[4, 4, 1]",516.250231426675,0.42341229448089,3,9,3,3.11111111111111,31.1111111111111,202
Case: 0055,13836.4846138954,96342.3517346719,17503.6259796814,6838.72575499053,60000,12000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[8, 8, 39, 8, 9, 6, 3, 7, 2, 2, 6, 8, 6, 8, 2, 13, 1, 3, 4, 2]]","[[0.1156713456819438, 0.024872526528358956, 0.27165087769343166, 0.09353505663117997, 0.11716914604131393, 0.08530963307367849, 0.031721403881552215, 0.02514153505867131, 0.01308912162940767, 0.016709705435078288, 0.03702866058266151, 0.10572890542405118, 0.051671269889929254, 0.126908896701731, 0.03938442147907696, 0.2586095167434763, 0.01397692598623358, 0.04497522815516434, 0.07592123203364093, 0.012917418756337888]]",[6],6819.86743982503,7.61804980452,1,6,6,20,100,145
Case: 0056,751.58709692955,625795.886300876,76504.0352710034,19291.8510298722,400000,130000,"[[3, 4, 7, 8, 9], [1, 2, 6], [5, 10]]","[[3, 3, 6, 3, 6], [49, 8, 68], [8, 4]]","[[0.013541156879389277, 0.0052085595018161795, 0.04763205700827432, 0.010850315875494272, 0.03993988121006277], [0.2412775062653947, 0.03666704554688843, 0.04390419965794818], [0.03119516786907003, 0.023563135460046212]]","[1, 2, 1]",-96528.8794962434,-13.3636397458585,3,4,1.33333333333333,3.25,32.5,158
Case: 0057,13442.7196321487,1066847.77165862,61177.3132113621,18670.4584472562,900000,87000,"[[1, 3, 5, 7, 8, 10, 12, 14, 16, 17, 18, 19, 20], [2, 4, 6, 9, 11, 13, 15]]","[[1, 4, 9, 8, 3, 2, 4, 4, 8, 1, 9, 5, 4], [8, 7, 10, 59, 22, 10, 18]]","[[0.024174849790361917, 0.025305938171560963, 0.11391268734508903, 0.10345199591765158, 0.03081948859648, 6.660083353210444e-05, 0.013144191263908034, 0.02289665314612049, 0.012631130902624412, 0.008386293330132459, 0.00513062128839421, 0.043146412241355625, 0.015956588243798392], [0.09322631418175416, 0.024461851839919946, 0.03710405965363874, 0.021165996574481406, 0.015158735912538537, 0.03906726242618695, 0.01435043290755663]]","[4, 5]",-47033.791494681,-4.22251279225168,2,9,4.5,9.66666666666667,48.3333333333333,196
Case: 0058,1701.96860003471,172130.204989359,37086.8589331375,11043.3460562212,100000,24000,"[[1, 6], [2, 5, 8, 10], [4, 9], [3, 7]]","[[18, 8], [4, 4, 5, 8], [6, 4], [26, 5]]","[[0.04657923423943596, 0.08532323803570659], [0.025300069604720303, 0.04828963935175837, 0.0661079357812503, 0.01133421930689352], [0.11672248264839294, 0.0385515463039806], [0.049023438772420304, 0.022039789453594145]]","[2, 2, 2, 4]",810.135498898482,0.47287833895234,4,10,2.5,2.4,24,88
Case: 0059,4578.60927677155,125732.628778115,25693.0678043562,7039.56097375875,70000,23000,"[[3, 5, 6, 7, 13, 14], [1, 8, 17], [4, 11, 12], [9], [15, 18, 19, 20], [2, 10, 16]]","[[1, 1, 2, 1, 1, 1], [3, 3, 5], [1, 6, 30], [4], [4, 1, 1, 3], [3, 9, 9]]","[[0.015524520204329657, 0.008960365585268665, 0.007841254420553861, 0.0009357352024905029, 0.014402369039579081, 0.017007054335994965], [0.006665549510587156, 0.0264288720016622, 0.024925938144600538], [0.020067786754576523, 0.011133829463173818, 0.003994583451994946], [0.018824304295370402], [0.019513425644520167, 0.0029819655151199997, 0.0034361590369244898, 0.009433365812914467], [0.004016708545232897, 0.004242627232661955, 0.014840032651489808]]","[1, 2, 1, 1, 1, 1]",-3912.20393119723,-3.0176319791851,6,7,1.16666666666667,3.28571428571429,16.4285714285714,89
Case: 0060,774.444535970688,551448.123705695,28047.1034628387,8401.02024285585,500000,15000,"[[2, 4, 9], [3, 5, 6, 7, 8], [1, 10]]","[[7, 8, 7], [2, 2, 4, 6, 3], [6, 26]]","[[0.06698660780978206, 0.07296735658371305, 0.022446487103452473], [0.026989036732669655, 0.013567613134879988, 0.0007692208348762049, 0.022057107205582776, 0.02513293877894607], [0.054568581182610335, 0.05812151346930044]]","[2, 1, 2]",-341.313497620984,-0.061855750510719,3,5,1.66666666666667,3,30,71
Case: 0061,209303.76425004,137686.316967037,24669.9007811559,6016.41618588075,100000,7000,"[[1, 2, 4, 6, 8, 10, 11, 13, 14, 16, 19], [15], [5, 9, 12, 17, 20], [3, 7, 18]]","[[22, 4, 4, 6, 28, 10, 4, 10, 22, 7, 24], [9], [1, 2, 3, 1, 1], [9, 20, 11]]","[[0.03197565870685685, 0.02648554296946367, 0.02892333939868577, 0.05830903544148524, 0.13701610631301964, 0.06515475045867176, 0.02152504412928794, 0.004399902489942349, 0.1444189308838719, 0.032806442620351754, 0.0820190764764218], [0.004688490966947418], [0.011317829860854533, 0.03582113196920239, 0.002536511447392749, 0.002982012316300427, 0.0010650612547940205], [0.028042646651690643, 0.190135681106564, 0.024728932248444538]]","[5, 1, 1, 3]",2659.19811525231,1.96938077170353,4,10,2.5,7,35,198
Case: 0062,504.721956968308,1025287.16577215,34570.7073622948,10716.458409855,800000,180000,"[[3, 5, 10], [1, 7, 8], [2, 6, 9], [4]]","[[6, 6, 12], [13, 8, 6], [10, 3, 4], [39]]","[[0.0029705818070358894, 0.03950027017306796, 0.02207507751205062], [0.09599531007890204, 0.041756557774384334, 0.08489901768540743], [0.052699814543407546, 0.05729895292134985, 0.0332200603323784], [0.05652032583446672]]","[1, 2, 2, 3]",-177161.620942459,-14.7334026113918,4,8,2,2.25,22.5,107
Case: 0063,4192.0372800827,734517.420613821,26148.5832785627,8368.83733525826,500000,200000,"[[6, 10, 13, 14, 19], [3, 7, 8, 11], [1, 2, 5, 9, 15, 20], [4, 16], [12, 17, 18]]","[[4, 3, 3, 3, 6], [2, 3, 4, 3], [3, 1, 3, 1, 1, 3], [3, 36], [2, 3, 2]]","[[0.018798006087606227, 0.013142413382915889, 0.011128908806759747, 0.03105888850022106, 0.003919259166094577], [0.029813192012259866, 0.02294443197566357, 0.02843800078860263, 0.016852459106055186], [0.01924326745535094, 0.022530731446992316, 0.014002411700692365, 0.01072701353061614, 0.004804265987218657, 0.014031294155552092], [0.006973470017344245, 0.039135797489324], [0.01574509254682266, 0.038106009699016535, 0.020288014254651363]]","[1, 1, 1, 1, 1]",-75600.2640607206,-9.33201008827407,5,5,1,4,20,89
Case: 0064,3444.16622209549,80402.3779634047,13125.1045689114,3677.27339449326,60000,3600,"[[1, 2, 3, 4, 5, 8, 9, 10], [6, 7]]","[[2, 7, 4, 5, 9, 8, 5, 2], [11, 61]]","[[0.007938258818348299, 0.03853699899660294, 0.02117322358017447, 0.06068555664605865, 0.009021977769035728, 0.08123903347949739, 0.017986266953464836, 0.021004735890050967], [0.009311185458362884, 0.06689166749455808]]","[4, 2]",7968.99511365742,11.0018265061401,2,6,3,6,60,114
Case: 0065,296.604573011398,93985.1649233998,17411.2995343803,4573.86538901955,60000,12000,"[[4, 7, 10], [9], [3, 5], [6, 8], [1, 2]]","[[1, 2, 3], [3], [7, 4], [6, 3], [6, 5]]","[[0.001458018240274403, 0.02198040844862345, 0.01713410984922383], [0.018491803139548662], [0.013570566262424744, 0.029699866066756328], [0.005447817567260857, 0.03999347209314842], [0.005868691956833608, 0.033331854054336724]]","[1, 1, 2, 1, 1]",6545.22635763812,7.48539679349797,5,6,1.2,2,20,40
Case: 0066,5119.49449014664,168035.351027748,29157.7384237157,8877.61260403252,100000,30000,"[[2, 7, 8, 16, 19], [1, 3, 5, 9, 10, 13, 15], [4, 12, 17], [14], [6, 20], [11, 18]]","[[1, 2, 8, 2, 1], [1, 1, 1, 1, 2, 1, 2], [7, 2, 5], [35], [4, 5], [6, 3]]","[[0.008670130980997668, 0.02695968883267792, 0.03090094177633398, 0.011785064932098138, 0.006930214480377947], [0.01710248657426182, 0.004328905572131893, 0.0098731095422822, 0.0023161517030105706, 0.02051247772121541, 0.0031766429707826577, 0.0028528429454715036], [0.01480800362567914, 0.03641167505417724, 0.0019986002816350336], [0.039651418036573995], [0.03432547506195138, 0.02701945307990916], [0.03423204094992853, 0.04244084946371368]]","[2, 1, 1, 2, 2, 2]",-20735.3290348302,-10.9844013000092,6,10,1.66666666666667,3,15,90
Case: 0067,1070.0751209259,78561.3455605369,18024.0193859125,5537.32617462438,50000,5000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]","[[4, 1, 4, 5, 4, 5, 5, 2, 3, 9]]","[[0.027858922607965596, 0.03620487632169197, 0.006146900360359076, 0.0733202375220481, 0.00743839314701288, 0.019195835915445644, 0.01349334833427904, 0.025647826856348907, 0.012460393218120773, 0.0075882717841650234]]",[5],1952.28650239609,2.54837551380764,1,5,5,10,100,42
Case: 0068,198285.419555187,162724.931827322,31415.875409205,11309.0564181172,100000,20000,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]","[[1, 3, 4, 18, 2, 8, 10, 3, 4, 27, 2, 4, 2, 8, 9, 4, 9, 19, 3, 6]]","[[0.009284142496291616, 0.021067095325234854, 0.04415251474532158, 0.0008278613736761917, 0.006057745174906295, 0.10812741763823017, 0.05497586556917834, 0.022115513019995876, 0.0323493435015851, 0.012311712265475418, 0.0029924977404274865, 0.011893656585731768, 0.06546284410312998, 0.04775030535948267, 0.10425169156216685, 0.01665817263450965, 0.15309706713370744, 0.020826102891140286, 0.047394055181438875, 0.0272349869666888]]",[10],10627.2476357341,6.9871199500629,1,10,10,20,100,146
Case: 0069,1601.03208303452,118760.129251995,21307.9904643871,7452.13878760767,70000,20000,"[[1, 2, 4, 6], [8, 9, 14, 15, 19, 20], [11, 16], [10, 17, 18], [5, 7], [13], [3, 12]]","[[6, 2, 2, 0], [1, 1, 0, 1, 1, 0], [3, 5], [2, 2, 1], [2, 4], [11], [3, 2]]","[[0.0044402199091574945, 0.008329052515980661, 0.007004893762219261, 0.011084106808690914], [0.009609074195011667, 0.0008455857518134827, 0.012859754640296206, 0.004648742767175627, 0.0012031184847179379, 0.000817951522932258], [0.010698195410766855, 0.01060877131440222], [0.008957442696372268, 0.013730290966143317, 0.026577624453193182], [0.012262914770664973, 0.025812195695286276], [0.01801128349865492], [0.027138274097271226, 0.019071624782386377]]","[1, 1, 1, 1, 1, 1, 1]",-6290.56227981711,-5.03040983041413,7,7,1,2.85714285714286,14.2857142857143,49
Case: 0070,1952.03224277496,162125.520336276,36918.5117508951,9207.00858538094,90000,26000,"[[8, 10], [3, 5, 6, 9], [1, 7], [2, 4]]","[[4, 10], [5, 5, 4, 12], [71, 52], [4, 6]]","[[0.02148272701792635, 0.04058599556359194], [0.024690037319374778, 0.03960362119711078, 0.035953836854044005, 0.033716761720258503], [0.38234909557088564, 0.540823611609533], [0.005968841028806007, 0.025435633357322338]]","[1, 4, 3, 1]",3844.90778124949,2.42917165860273,4,9,2.25,2.88888888888889,28.8888888888889,173
