,CIE_SA_MSSA,CIE_SA_MSSA_Adaptive,CIE_SA_MSSA_Inner,MSSA_Inner_MSSA_Adaptive,MSSA_MSSA_Adaptive,MSSA_MSSA_Inner
0,-821.2059825592486,3.726659305494181,67.90790744617733,-199.9908483158048,89.54920587607953,96.51629568615414
1,-1445.8704178265511,-120.81278682505068,-34.55414497589344,-64.1070119873388,85.71595754219122,91.29589754585817
2,-1593.606099241335,-269.4681811371722,-462.14965357559265,34.275832282890555,78.18452700998901,66.8075325291157
3,-284.16008975752436,-58.82698098678062,48.45893532259034,-208.15618959535027,58.6560433471812,86.58344110916323
4,-175.72885636632412,78.20416756293967,66.85915855689548,34.23271260484157,92.0951935447398,87.98064088037464
5,-298.24602113026424,64.18426509884318,44.679722060624,35.257492848451854,91.00663082596331,86.1090192985805
6,-651.2702056024501,-15.76217553056128,2.0026844202923084,-18.12790467347471,84.59113982329026,86.95578303932302
7,-285.7631224067373,-12.71704821717848,62.43321116594752,-200.04440548563986,70.78076112772311,90.26169515642734
8,-91.82958868934199,21.930653602800316,59.947473204882144,-94.91740632632403,59.30276088761838,79.12077742084885
9,-903.4495008326949,-142.55139753393647,-112.43871154172827,-14.174763993658148,75.828240750266,78.82915768402498
10,-199.51293122802022,42.339248543548266,70.55961317675639,-95.85595733724446,80.74849348906596,90.17057904560704
11,-4008.8479064480343,-520.2403841606003,-3901.0363743543894,84.49800686301727,84.90476166841673,2.6238871466733027
12,-279.71005214447825,-23.392725975193542,76.22492483618474,-419.00036119756396,67.50343445523453,93.73862371313548
13,-597.3996682407595,63.08686210555016,40.912220091827585,37.528304580378396,94.70703248431909,91.52741496748548
14,94.6754995378984,28.752757995612814,-51.893341395196856,53.09390039750607,-1238.1019029204083,-2752.724729321266
15,-1131.986371396074,-188.25787242014312,-184.56386262888873,-1.298130323762119,76.60218658965421,76.90202836363977
16,-559.481204752306,-31.561913382497025,56.19692416184565,-200.3485733937912,80.05069554151883,93.35794932099598
17,-1093.749447661001,-36.2825291410773,-42.01028618742807,4.033339555974961,88.58365719807406,88.10384486747374
18,-607.5449417304487,34.21421182606921,40.54924787964729,-10.655939290311023,90.7022459925955,91.59760057432487
19,-2023.7064426893849,-148.9933864821535,2.196222962337858,-154.584632642839,88.27552709371463,95.39466589771197
20,-180.9088901772862,-1.740319224347464,62.17777775054989,-168.9961434664951,63.78173750209989,86.53576886599072
21,-176.7716448696165,29.92029148402285,5.8674942250287865,25.552063084874806,74.67959243115718,65.98910780065067
22,-225.42101070293847,12.28437143192012,45.48399342316706,-60.89885168763518,73.04549316634281,83.24754555365878
23,-1541.0006525034928,-623.0191322942403,-1750.7586056532773,60.93390407124271,55.940350712767234,-12.782319911316296
24,-13.553927265533053,54.00501586352934,54.219982533989594,-0.46956441338158517,59.49503003192784,59.68433803354155
25,-84.47093129954293,0.6284457346147938,27.80446473661473,-37.64224325348626,46.1315918094292,60.86346246815736
26,-317.03655659860266,70.92689182265522,69.80078311850865,3.7289334639559573,93.0286427610883,92.75861638418475
27,-202.0119249684457,-18.486949475499873,51.83853257814607,-146.02022284257643,60.76745993129927,84.05312391989627
28,-71.61078879064331,64.28370658557148,48.93855089843027,30.052330979908422,79.1876177097463,70.24578147947204
29,-596.5482572246045,-212.56045414882425,-115.30510829800737,-45.17094212005604,55.12723620984698,69.08970684157761
30,-749.3444247130873,10.155693982900099,-41.74919201558627,36.61741224795065,89.42192314414146,83.31075263566134
31,-238.00975142176475,-8.243411960230793,55.46356589516182,-143.04463106639216,67.97624580210235,86.82392034031406
32,-805.8245403116455,29.678988702055683,-199.3188609490866,76.50632136078262,92.23679551961017,66.95619873070484
33,-233.61408428594135,5.628016802107117,75.92010770662868,-291.91198219716085,71.71223049533891,92.7821115991217
34,-548.6143645764397,-18.567428471452036,-0.016690414294401913,-18.547642378802767,81.71988858913427,84.57994520679362
35,-218.9642636742313,-65.35092467535351,64.72107664114846,-368.69606250006683,48.16004690599701,88.93953731604142
36,-1425.3052255425016,20.18634743694129,-43.22341086115385,44.27331950610151,94.76736516557388,90.61018027980505
37,-487.09898033980704,39.830810844205935,53.98840198199677,-30.7696140704596,89.75144035832446,92.16288912793338
38,-301.973076477453,34.89596762512331,41.95164423341146,-12.154825946593393,83.80388235316839,85.55914334480445
39,-236.34721671831525,20.123528134952675,48.42051958354324,-54.860947066776255,76.25178152375126,84.66481128647078
40,-626.4206880079706,61.306769149752036,61.50712954690833,-0.520513006169399,94.67344040595064,94.7010222742074
41,-799.8204476075736,3.9316842750247045,-29.659255529237726,25.907089831074796,89.323612729584,85.5905413269977
42,-503.2274627943861,-200.90762758112712,-141.67410012974332,-24.50967125545689,50.117054321896255,59.936489129620504
43,-210.7857818411382,64.93057902006333,70.20810941550548,-17.714654195826288,88.7158863020758,90.4140110889233
44,-1044.458860295892,-2.6597612785873532,-4.407688740313954,1.6741367257674862,91.02984258848365,90.87711298654108
45,-732.7140024726041,-15.950418577470568,63.292562383053,-215.87717940829216,86.07560119882993,95.59183134810385
46,-993.4478218703015,-156.40523624440013,-21.42753597671869,-111.15905398390092,76.55075705342495,88.89498579191265
47,-71.44902849980365,49.33012799424549,81.67890203493246,-176.5656954750515,70.44610141619289,89.31396804905867
48,-1785.8519518006528,-8.234099822152254,35.087576127330706,-66.73865088517069,94.26073188201184,96.55792577934395
49,-1212.1939089895911,-244.28401040941574,-1954.2434608048372,83.2403501834915,73.76271844802879,-56.55029692880038
50,-375.5627470443131,-53.09328970905251,52.396697200291214,-221.6022433426385,67.80797262599981,89.99011106408781
51,-330.08880320187313,57.42381307623342,82.41844717815766,-142.16397354204278,90.10060559428645,95.91211101266684
52,-520.8012145043978,18.311136820076978,54.46912953913236,-79.4142355572403,86.84138154511547,92.66578908077423
53,-670.9788171196708,16.512937912566525,57.0604178162694,-94.42914402428892,89.17128976392166,94.4305107701726
54,-539.3874621684342,-260.64000779197136,-130.7103200186646,-56.31724136258637,43.59601507216171,63.91697778429561
55,-190.32612746763135,51.443975718721234,40.343649268202135,18.607116114801897,83.27535151424073,79.45195244666742
56,-1518.4099753971168,-191.16204953655392,-28.673619751360572,-126.27952030818285,82.00937624194326,92.04938045937418
57,-388.29440882854414,55.777273935008466,42.45662021269155,23.148890057470812,90.94342976994449,88.21543340515419
58,-340.0500281320695,-3.6492728890873916,6.024677515485674,-10.294139087596303,76.44602516467064,78.64440030070625
59,-204.90745301676594,12.974993744084365,56.3813139819986,-99.51313118419127,71.45855065368626,85.69445069760137
60,-2558.6994922477584,-345.30136057419867,-1789.5789316661694,76.43383120378324,83.25115862576385,28.928450275188784
61,-189.05290936806776,-155.7620640843634,56.87294547340524,-493.04319966169953,11.517215085807432,85.07987530003423
62,-706.8460062239272,-55.35498412902004,-82.46129392108364,14.855923253392774,80.74539838697501,77.38585894785425
63,-603.0018616143998,-261.0721726489481,-62.47078695682487,-122.23821242701293,48.63851827934447,76.88899619928162
64,-8.119781347499675,43.91268854250443,82.71326593749063,-224.4529085406309,48.12483825024623,84.01149739014976
65,-3356.6439606602553,65.2535077130482,24.67227378903988,53.87290439427039,98.99479111292922,97.82078434839521
66,-125.81446556365302,-84.62842727429808,58.253238329687264,-342.25808155460453,18.23888393799349,81.5128045202467
67,-479.08014813930566,-382.24650525176736,-921.6577987899503,52.79764850589509,16.721975912778756,-76.42770211908154
68,-98.5801881278853,35.730100128278536,75.0202309760056,-157.28780682474212,67.63529107428795,87.42081510774504
69,-315.75898768745424,88.65154275828141,59.855047799680726,71.73129716261475,97.27042407312918,90.34417694164242
70,-258.1178601002021,-176.74211394985426,-31.56452859084003,-110.34705700235523,22.723174467639996,63.26222642064598
71,-276.61104019269465,-230.87694537161858,-470.4941253260084,42.00169104589127,12.143588461367473,-51.48098819251623
72,-239.08292193134167,17.37098301657052,34.076864864347534,-25.341455337948812,75.63161939480973,80.55840301240511
73,-1391.1487292403308,-438.58056134046683,-1783.6584309964355,71.40773759839445,63.881499492351246,-26.32263932224049
74,-49.14061319165911,57.6801714785455,77.7544418054463,-90.23945432763074,71.62420911662088,85.08417142823052
75,-229.13158186547386,52.5761523557605,35.45847047659789,26.521965013171727,85.59121936112984,80.39035659914818
76,-87.4310817489711,-71.73636852865651,33.80128738117067,-159.42554127526708,8.373591548350932,64.68103795746634
77,-371.25176065963205,-302.60121696700065,-554.7097564138721,38.50691653470672,14.567700202655613,-38.92993322665697
