,CIE_SA_MSSA,CIE_SA_MSSA_Adaptive,CIE_SA_MSSA_Inner,MSSA_Inner_MSSA_Adaptive,MSSA_MSSA_Adaptive,MSSA_MSSA_Inner
78,-90.07502568638137,67.13047699429137,38.85790884779817,46.24076084691629,82.70707954029561,67.83265401048288
79,-60.84063577057981,28.05418047921473,55.3908823122548,-61.28052570864876,55.26887892720873,72.26502029538429
80,-75.40277722429049,32.60685991091422,72.84696884554981,-148.1974837569488,61.57806554972101,84.51961161382914
81,-1009.9928662876389,-339.5113106549795,-287.5516694524148,-13.407151948533814,60.40413195402587,65.08521079522089
82,-66.00188872682361,13.563627484409126,47.39472806633147,-64.31123600041633,47.930488515204495,68.31043770818961
83,-166.07045783660334,20.939074226795928,-0.5026937030921331,21.334520638055665,70.285718145471,62.2270377101347
84,-152.33118863691277,18.18039224507528,34.42550852362261,-24.773529939457465,67.57451657208435,74.0125301867719
85,-536.1547386448627,-132.70301922914356,-29.614229017132715,-79.53508730772478,63.42037477786495,79.62536138719378
86,-427.1975080983493,-50.111552788463854,-1.2740184129235725,-48.22316240717878,71.5265056297534,80.79011815169075
87,-121.22397445047432,13.702488422378016,52.22465598626268,-80.63189990386677,60.990886366639465,78.40408385555298
88,0.9008023477579243,58.60328277779765,81.20065831737918,-120.20301519638767,58.226990527742416,81.02977407688881
89,-49.49765311217343,24.53696786628339,64.44331181218853,-112.23301713342555,49.52226301700268,76.2158887128937
90,-78.02703387277253,10.172178567438007,66.56936273827651,-168.69909995826086,49.542595032641124,81.2215950945884
91,-357.57142049273,-54.92987704066792,-112.25935290474693,27.009163591394756,66.14083176920585,53.61175471226369
92,-95.16874818238672,-2.9959743340705627,12.489691197457677,-17.695818633745187,47.227219883677265,55.16172050211478
93,-171.11050069221147,-3.2255202944976578,45.68484214469242,-90.04919505064208,61.92492727838368,79.96567535502031
94,-6.635266078388175,47.17602391087332,82.47834289368454,-201.4781979159206,50.462939671107044,83.56860938159502
95,-365.2826991512816,-347.09612223951405,-21.797377655313298,-267.0818952316006,3.908715485218243,73.8229300428572
96,-155.1946628832292,-153.21410330196866,-37.84903661977713,-83.6894254113635,0.7760975715102588,45.98279013270216
97,-614.7456408849743,-438.76111807973695,-36.90005353995084,-293.54339472373766,24.621979168328917,80.84632550253181
98,-84.03681495451521,-87.53780811293092,-21.19197505869476,-54.74441110651432,-1.902333051830403,34.147971921461796
99,-2364.892013128457,-783.5123722215226,-2324.23034157644,63.55493300001402,64.15614284456369,1.649632979272347
100,-230.1949508924766,-209.84317032711226,21.809514226478154,-296.2670998420072,6.163565042516856,76.31990266290187
101,-242.3704923547878,-101.45206290287719,26.744656033590484,-174.99981843679686,41.159630458421994,78.60348785826517
102,-71.36745073637842,7.845692014872927,63.6819230393423,-153.7422564662636,46.2241472408364,78.8068989737571
103,-792.7439464838575,-244.71481586760768,-52.98721717429691,-125.32262644850736,61.38704527481881,82.86325908152621
104,-22.659757098117343,-38.976673820874296,48.52994773404073,-170.01463511780665,-13.3025835928444,58.03835464569883
105,-95.34612329726832,5.928883458657325,48.304123661358204,-81.97025218242811,51.84387846889094,73.53626708016442
106,-34.13127883531064,-72.21097874326323,44.2431564779589,-208.86070276770047,-28.389873144136427,58.43113999494436
107,-1183.593590111988,-439.2455770755043,-164.21310139266586,-104.09494239049602,57.98938377150533,79.41614048028906
108,-50.94310793443428,48.16020262714704,68.52158481119369,-64.68363182174164,65.6560686458299,79.14551010670874
109,-1779.5999846103966,-1107.7504659442507,-820.5706372590752,-31.19584929845583,35.74428198377576,51.02305571417149
110,-204.25093436344312,13.043159929645588,65.86316168402983,-154.73021041223248,71.41936794630183,88.78003829720636
111,-541.6050393568366,-374.435871072325,-70.10027282554105,-178.91540865364624,26.05484028805117,73.48832032303636
112,16.091966691441122,51.66453565895293,59.564111407260675,-19.536050828189772,42.39471188259074,51.809276182123625
113,-6.558945663168139,-27.004112572712923,84.02750004162431,-695.142356573394,-19.186720347413885,85.01064377188507
114,-344.212694896399,-14.151609990648694,3.188136238544811,-17.910765845721873,74.30248813189107,78.20596644946538
115,-302.02206320703016,-47.800338529051245,65.37962386515186,-326.9171945254475,63.235764388150464,91.38843876908824
116,-340.4034818728547,47.341661237306404,-10.071580028243854,52.15991380410665,88.0431602087342,75.00665081934532
117,-81.83454685683748,30.088302500916246,67.66565209056229,-116.2149603106052,61.55202698960894,82.21770919312968
118,-4.554740631585298,60.08524514577944,50.04480652647489,20.098888466172575,61.82406018789111,52.221015353526724
119,-232.5970800695834,31.45464884857756,-6.985294873813797,35.930118964227944,79.3908740458329,67.83336316379231
120,-59.710081508673206,71.35831601944638,4.194742072515319,70.10426713507455,82.06645209244464,40.01301794947622
121,-8.429434027602026,33.12026371415283,67.68752110146785,-106.97804243327577,38.31957449042653,70.19953189988374
122,-257.4433817752149,55.79152986241345,30.914011988235025,36.00949858304396,87.63203561973127,80.67218711152107
123,-276.2782786072028,47.57920509306998,-30.460831814054497,59.81874852549978,86.06860988602212,65.32863063556142
124,-217.61016752540857,-62.807298993779604,30.730434027636402,-135.03438589283877,48.73989700573577,78.19038146289127
125,-265.16806857737015,50.44665977560368,44.785418199885726,10.253163912773182,86.42999087585963,84.8796796458079
126,-12.42949724674217,41.39683851999021,74.27014076886513,-127.76324174014911,47.87563502894886,77.11467198446408
127,-114.0585244114215,57.27667842904384,54.682924797709504,5.72356803645446,80.04128932102617,78.82958628865866
